Strain,WP_002749093.1,WP_004279997.1,WP_004280040.1,WP_004280058.1,WP_004280060.1,WP_004280227.1,WP_004280359.1,WP_004280426.1,WP_004280660.1,WP_004280777.1,WP_004280842.1,WP_004280867.1,WP_036035035.1,WP_036047963.1,WP_100224632.1,WP_117344670.1,WP_237578347.1,WP_237578348.1,WP_237578349.1,WP_272914456.1,target
M498,93.643,85.93300917431193,0.0,90.317,79.643,97.024,97.997,97.315,83.3890365448505,77.626,61.459738539898126,0.0,33.08264661654135,97.06715733333333,40.520308550185874,89.56,39.771248772504094,45.411,0.0,0.0,0
MM0270CK,42.78743276283619,92.66088073394495,0.0,82.857,90.71386071428572,96.429,98.331,95.973,88.704,94.064,89.813,0.0,32.33097744360903,96.8,39.40507063197026,38.736200549450544,39.279432078559736,44.928,0.0,0.0,0
N116,0.0,86.84984097859328,0.0,90.476,74.6424,97.024,97.83,96.644,80.06611295681063,68.9495205479452,63.15762988115449,0.0,20.30075187969925,97.867,28.810319702602232,52.47266346153847,39.11614893617021,46.86,0.0,0.0,0
NIID20,0.0,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,97.997,13.08703355704698,79.734219269103,68.9495205479452,62.64858743633277,0.0,31.57883458646617,58.66643466666667,41.63569888475836,89.01128846153847,91.48961047463176,36.714806763285026,0.0,0.0,0
NIID22,0.0,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,97.997,13.08703355704698,79.734219269103,68.9495205479452,62.64858743633277,0.0,30.82669172932331,58.66643466666667,43.122602230483274,53.84628296703297,91.48961047463176,36.714806763285026,0.0,0.0,0
NIID23,6.3569926650366755,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,97.997,13.08703355704698,79.734219269103,68.9495205479452,62.64858743633277,0.0,31.57883458646617,58.66643466666667,40.14883271375465,51.37352197802198,91.48961047463176,36.714806763285026,0.0,0.0,0
NIID24,0.0,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,97.997,13.08703355704698,79.734219269103,68.9495205479452,62.64858743633277,0.0,31.57883458646617,58.66643466666667,44.609516728624534,45.60421978021978,91.48961047463176,36.714806763285026,0.0,0.0,0
NIID25,0.0,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,97.997,13.08703355704698,79.734219269103,68.9495205479452,62.64858743633277,0.0,30.82669172932331,58.66643466666667,41.26414126394052,35.1648956043956,91.48961047463176,36.714806763285026,0.0,0.0,0
NVSL_S_1343,54.278650366748174,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,30.827368421052633,96.8,25.278899628252788,93.681,39.279432078559736,44.928,0.0,0.0,0
NVSL_S_818,54.278650366748174,92.35463608562691,0.0,82.698,89.99964285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,31.57858646616541,96.8,34.20120817843866,84.066,39.279432078559736,44.928,0.0,0.0,0
Norma,0.0,86.84984097859328,0.0,90.476,74.6424,97.024,97.83,96.644,80.06611295681063,69.4063105022831,63.15762988115449,0.0,20.30075187969925,97.867,30.483211895910785,57.69207692307692,39.11614893617021,46.86,0.0,0.0,0
OHJ200314,0.0,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,97.997,13.08703355704698,79.734219269103,68.9495205479452,62.64858743633277,0.0,29.32282706766917,58.66643466666667,40.14883271375465,46.977758241758245,91.48961047463176,36.714806763285026,0.0,0.0,0
OHJ20061,0.0,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,97.997,13.08703355704698,79.734219269103,68.9495205479452,62.64858743633277,0.0,29.32282706766917,58.66643466666667,40.14888475836432,81.5936043956044,91.48961047463176,36.714806763285026,0.0,0.0,0
OHJ2008135U,0.0,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,97.997,13.08703355704698,79.734219269103,68.9495205479452,62.64858743633277,0.0,31.57883458646617,58.66643466666667,39.77701115241636,65.384989010989,91.48961047463176,36.714806763285026,0.0,0.0,0
OR1081,0.0,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,97.997,13.08703355704698,79.734219269103,68.9495205479452,62.64858743633277,0.0,29.32282706766917,58.66643466666667,38.66175836431227,65.65917032967033,91.48961047463176,36.714806763285026,0.0,0.0,0
OV5,0.0,86.84984097859328,0.0,90.476,74.6424,97.024,97.83,96.644,80.06611295681063,69.4063105022831,63.15762988115449,0.0,20.30075187969925,97.867,30.483211895910785,57.69207692307692,39.11614893617021,46.86,0.0,0.0,0
Oregon,50.85580440097799,85.62676452599388,94.059,90.0,79.286,97.024,39.565666110183635,97.315,83.3890365448505,77.626,62.3090441426146,92.20811688311689,21.42845112781955,96.800448,40.89225278810408,31.730822802197803,92.9623674304419,92.75352173913043,0.0,0.0,1
R499,0.0,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,77.96347579298832,13.08703355704698,79.734219269103,68.9495205479452,62.64858743633277,0.0,31.579172932330827,58.66643466666667,88.476,66.48363736263735,90.50752209492634,36.714806763285026,0.0,0.0,0
RL0016,42.78743276283619,92.66088073394495,0.0,82.857,90.71386071428572,96.429,98.331,95.973,88.704,94.064,50.76383531409168,0.0,32.33097744360903,96.8,39.40507063197026,38.736200549450544,39.279432078559736,44.928,0.0,0.0,0
SN_Ce_RL4,42.78743276283619,92.66088073394495,0.0,82.857,90.35675178571428,96.429,98.331,95.973,88.704,94.064,50.76383531409168,0.0,32.33097744360903,96.8,55.39014869888476,38.736200549450544,39.279432078559736,44.928,0.0,0.0,0
Sponselee,48.00331132844335,92.35463608562691,0.0,82.698,90.35714285714285,96.42900000000002,98.664,96.30900000000001,88.704,94.521,89.813,0.0,30.827368421052636,96.8,22.676526641883523,43.864562271062276,39.279432078559736,44.928,0.0,0.0,0
Sponselee_CDC,54.03428850855746,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,30.827368421052633,96.8,24.163479553903347,45.055,39.279432078559736,44.928,0.0,0.0,0
Szwajizak,17.603865525672372,85.01522629969419,98.614,89.524,90.714,64.58289285714287,97.496,86.91293288590605,78.7375415282392,84.932,61.79961969439728,98.701,30.82712030075188,57.600152,47.58371003717472,69.50549175824176,93.781,98.068,95.556,49.99972727272727,1
TC112,53.66752567237164,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,31.20315789473684,96.8,22.676726765799256,94.231,39.279432078559736,44.928,0.0,0.0,0
TC129,53.66752567237164,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,31.20315789473684,96.8,22.676726765799256,94.231,39.279432078559736,44.928,0.0,0.0,0
TC147,53.17865281173594,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,30.827368421052633,96.8,22.676726765799256,94.231,39.279432078559736,44.928,0.0,0.0,0
TC273,53.66752567237164,92.35463608562691,0.0,82.698,90.35714285714285,96.429,98.664,96.309,88.704,94.521,89.813,0.0,31.20315789473684,96.8,22.676726765799256,94.231,39.279432078559736,44.928,0.0,0.0,0
UT053,0.0,87.15608562691132,0.0,90.952,74.64246428571428,66.0709642857143,97.997,21.476140939597318,79.734219269103,68.9495205479452,62.64858743633277,0.0,31.579172932330827,58.66643466666667,88.104,45.32983516483516,39.44369885433715,45.411,0.0,0.0,0
VF237,84.8410782396088,85.93300917431193,0.0,90.159,79.643,97.024,92.48761268781301,97.315,83.05614617940199,77.626,61.459738539898126,0.0,21.052781954887216,97.06715733333333,40.52020817843866,74.45036538461538,36.824405891980355,45.411,0.0,0.0,0
