Strain,WP_000667982.1,WP_002079019.1,WP_240738570.1,WP_241468520.1,WP_241468521.1,target
MM0327CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0328CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0330CK,38.16426086956522,73.125,11.052642105263159,34.32862686567164,16.470635294117645,0
MM0332CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0336CK,38.16426086956522,73.125,11.052642105263159,34.32862686567164,16.470635294117645,0
MM0340CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0342CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0344CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0350CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0351CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0354CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0361CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0366CK,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
MM0370CK,38.16426086956522,73.125,11.052642105263159,34.32862686567164,16.470635294117645,0
MM0372CK,38.16426086956522,73.125,11.052642105263159,34.32862686567164,16.470635294117645,0
MMD3,54.58914090177134,61.2504,34.73677894736842,42.78621890547263,27.646935294117643,0
MU_Rr_LW001,38.16426086956522,73.125,11.052643421052633,32.83610447761194,15.882464705882352,0
Muis5,38.16426086956522,73.125,11.052643421052633,32.83610447761194,12.941188235294119,0
NIID11,58.453654589371986,0.0,44.210699999999996,46.26864179104478,57.64672941176471,0
NIID13,58.453654589371986,0.0,51.05276842105263,46.26864179104478,57.64672941176471,0
NIID16,58.453654589371986,0.0,51.05276842105263,47.76117910447761,57.64672941176471,0
NIID17,58.453654589371986,0.0,44.210699999999996,46.26864179104478,57.64672941176471,0
NIID21,58.453654589371986,0.0,44.210699999999996,47.76117910447761,57.64672941176471,0
NIID7,58.453654589371986,0.0,51.05276842105263,46.26864179104478,57.64672941176471,0
Naam,58.453654589371986,0.0,52.89491842105264,44.776283582089555,29.411782352941174,0
Noumea25,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
OM130,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
OS80,56.038782608695655,86.249625,10.526294736842107,37.31373134328358,19.411817647058825,0
P2431,58.453654589371986,0.0,42.631368421052635,46.2686343283582,27.94126470588235,0
P2655,53.623420289855076,68.12469999999999,44.21081578947368,48.507537313432834,56.764782352941175,0
PIKA,58.453654589371986,0.0,77.10510789473685,47.76117910447761,30.0,0
Piyasena,56.038782608695655,86.87525000000001,10.526294736842107,38.805970149253724,34.41162941176471,0
R066,58.453654589371986,0.0,68.6846052631579,0.0,0.0,0
R103,58.453654589371986,0.0,60.78976184210527,35.82094029850746,13.529352941176471,0
R168,100.0,95.6253375,99.211,40.298059701492534,33.529411764705884,1
R287,58.453654589371986,0.0,43.421055263157896,41.044805970149255,24.41169117647059,0
RGA,58.453654589371986,0.0,59.342163157894745,47.76117910447761,33.23526176470588,0
RM1,53.86502415458938,0.0,54.47376842105264,40.298746268656714,25.882482352941178,0
Rr5,52.17371980676329,74.37519375000001,15.262986842105263,41.79125373134329,27.647061764705878,0
S1006,58.453654589371986,0.0,42.105513157894734,41.79085820895523,31.17650588235294,0
S606,58.453654589371986,0.0,42.105513157894734,41.044805970149255,26.176376470588234,0
S72,58.453654589371986,0.0,43.421055263157896,41.79111194029851,22.058923529411764,0
SK1,58.453654589371986,0.0,88.02605394736842,49.25368656716417,57.35275,0
Salinem,100.0,98.75,61.84203157894738,47.760925373134334,17.647,1
Sh9,38.16426086956522,86.87525000000001,11.052643421052633,37.31373134328358,14.705876470588235,0
Sri_Lanka_30,100.0,99.375,69.73688684210526,47.76119402985074,32.353235294117646,1
Sri_Lanka_39,100.0,99.375,64.73713684210527,46.26865671641791,26.470517647058823,1
Sri_Lanka_46,100.0,99.375,62.36830789473684,52.23868656716417,41.17665882352942,1
TE_0159,38.16426086956522,86.87525000000001,11.052642105263159,28.358358208955224,12.352905882352939,0
U160,52.65688405797101,0.0,19.473515789473684,46.26913432835821,29.411735294117644,0
UI_09931,56.038782608695655,86.249625,10.526294736842107,38.80597014925373,21.76489411764706,0
UP-OM,99.758,94.37505,68.6846052631579,0.0,0.0,1
UP_MMC_NIID_HP,99.758,94.37505,76.31571315789473,50.746417910447754,39.411941176470584,1
UP_MMC_NIID_LP,99.758,94.37505,76.31571315789473,50.746417910447754,39.411941176470584,1
Verdun_LP,58.453654589371986,0.0,88.68373684210525,46.26864179104478,47.058776470588235,0
W26,58.453654589371986,0.0,42.105513157894734,46.26864179104478,37.059,0
Wijnberg,58.453654589371986,0.0,61.973673684210524,50.000089552238805,31.470441176470587,0
X240,58.453654589371986,0.0,42.105513157894734,41.044805970149255,26.176376470588234,0
ZUN179,71.98064009661836,58.12493125,52.105523684210524,43.28359701492537,29.705938235294113,1
cuba_09,53.623420289855076,68.12469999999999,42.631368421052635,46.268731343283584,17.647199999999998,0
cuba_10,53.623420289855076,68.12469999999999,39.73669736842105,46.2689552238806,28.823235294117644,0
cuba_11,53.623420289855076,68.12469999999999,47.10524210526316,46.268731343283584,28.823235294117644,0
cuba_15,38.16426086956522,73.125,11.052642105263159,32.83610447761194,12.941188235294119,0
cuba_16,53.623420289855076,68.12469999999999,42.631368421052635,46.268731343283584,28.823235294117644,0
leptoCuba22,58.453654589371986,0.0,52.89491842105264,46.26864179104478,38.82349411764705,0
wtmanilae,99.758,94.37505,52.89491842105264,50.746417910447754,44.70604705882352,1
