	WP_002725873.1	WP_002740826.1	WP_002740861.1	WP_032853071.1	WP_002740902.1	WP_002740804.1	WP_002740724.1	WP_078313319.1	WP_016749081.1	WP_002738232.1	WP_002740722.1	WP_002741071.1	WP_002740041.1	WP_230456805.1	WP_002738295.1	WP_002733661.1	WP_050547976.1	WP_002727927.1	WP_000406134.1	WP_000275679.1	WP_000799637.1	WP_000579813.1	WP_001052314.1	WP_002115474.1	WP_000600954.1	WP_004503087.1	WP_061236010.1	WP_198288176.1	WP_004503102.1	WP_239248150.1	WP_223809837.1	WP_001106774.1	WP_002733615.1	WP_039942433.1	WP_244265121.1	WP_010578390.1	WP_000667982.1	WP_003009953.1	WP_036096970.1	WP_003009503.1	WP_003009636.1	WP_036096962.1	WP_196221670.1	WP_003009473.1	WP_003009529.1	WP_003009523.1	WP_003009310.1	WP_282974009.1	WP_004479640.1	WP_282974006.1	WP_004479635.1	WP_282973988.1	WP_004434477.1	WP_004434773.1	WP_004434738.1	WP_004434663.1	WP_004434686.1	WP_004434935.1	WP_004421329.1	WP_004421044.1	WP_004448468.1	WP_036063888.1	WP_243817855.1	WP_004450690.1	WP_004450706.1	WP_004421460.1	WP_004450681.1	WP_036063866.1	WP_004450670.1	WP_016748630.1	WP_016560406.1	WP_016560441.1	WP_016560449.1	WP_016560426.1	WP_016560398.1	WP_244266170.1	WP_016560457.1	WP_000980525.1	WP_000653659.1	WP_017214689.1	WP_020981249.1	WP_001256699.1	WP_000020777.1	WP_002076509.1	WP_000535865.1	WP_001117631.1	WP_000697351.1	WP_029781911.1	WP_000041234.1	WP_002108488.1	WP_002108487.1	WP_002108506.1	WP_002108485.1	WP_002108483.1	WP_025180280.1	WP_002108502.1	WP_002108526.1	WP_000580577.1	WP_000665193.1	WP_000651740.1	WP_000579360.1	WP_002108484.1	WP_000723079.1	WP_002108504.1	WP_237578347.1	WP_004280040.1	WP_237578348.1	WP_004280867.1	WP_004280058.1	WP_100224632.1	WP_020780101.1	WP_011669928.1	WP_004779589.1	WP_004779550.1	WP_011669929.1	WP_004779559.1	WP_000361605.1	WP_000699347.1	WP_000808025.1	WP_000623952.1	WP_000208484.1	WP_000373631.1	WP_000673831.1	WP_000723077.1	WP_000853941.1	WP_000824284.1	WP_001055393.1	WP_000125000.1	WP_000950837.1	WP_002102575.1	WP_000952994.1	WP_000721297.1	WP_000358359.1	WP_000703222.1	WP_000513413.1	WP_032921258.1_26	WP_004483359.1_59	WP_004462134.1_62	WP_004462133.1_63	WP_004462126.1_69	WP_004462125.1_70	WP_004478059.1_71	WP_016551793.1_72	WP_016551804.1_73	WP_004477829.1_74	WP_004462889.1_79	WP_004477915.1_81	WP_061208429.1	WP_061209096.1	WP_228039699.1	WP_061209098.1	WP_228008733.1	WP_061208037.1	True_serogroup	class
3522_ct	70.75439623	98.907	98.91	99.677	0	25.06051582	27.01355201	0	28.43484984	27.61164179	32.55821221	0	23.13135943	0	24.12432296	15.43645638	70.16947119	86.879	0	27.40413702	30.98630282	32.38087619	0	0	90.566	87.013	23.36151261	0	32.15294985	0	71.36123474	27.57786571	52.54210169	54.65671569	30.13253642	24.04629187	23.67156522	53.10735593	0	21.23730936	29.26829268	29.10447761	16.12908602	0	0	0	23.25549502	63.23544118	75.69051105	26.69759251	38.96453951	0	0	41.95365517	36.53859375	30.02440678	46.36663668	51.95182583	95.785	95.076	16.86046512	96.14781407	96.684	83.667	91.23851964	97.6	96.38	88.889	75.529	100	100	100	100	100	100	100	100	29.04553942	76.506	24.69723971	16.9812327	96.99603577	0	30.94198206	25.64088889	31.0073385	0	9.964972028	25.65928058	0	0	21.75935185	0	0	30.1653719	30.25490446	39.71591489	0	0	15.28237874	38.23522059	0	32.22856928	27.00394937	0	0	0	0	0	23.04855019	0	0	0	0	0	0	52.26142714	30.57140286	0	0	22.29129412	0	0	29.21673193	37.12551497	0	0	44.14109375	33.95333953	0	45.01707216	28.01770259	0	0	0	84.6756	0	0	13.79312644	0	0	7.786772541	0	0	0	0	11.24365417	0	0	0	24.42774046	0	0	Cynopteri	2
202201150	100	99.18	98.638	99.032	0	25.06051582	22.81898993	0	30.67130671	29.10474627	31.977	0	20.99641281	0	21.40052918	15.43604027	97.62693559	98.582	0	27.40413702	31.68982394	33.65044762	0	0	89.057	86.364	28.73985882	0	32.15294985	0	70.42220657	27.57786571	52.54210169	54.65671569	30.13253642	17.24725705	23.67156522	53.10735593	0	22.0735786	29.26829268	29.10447761	0	29.68487562	0	0	23.2557907	62.99048039	75.41396409	26.69759251	39.23679564	0	20.748	41.95365517	36.53859375	30.02440678	45.67489273	51.95182583	95.019	94.697	66.27919961	96.48268844	96.939	82.333	90.93643505	97.6	96.606	88.506	76.435	82.88289189	99.49	100	99.753	99.724	100	99.73	97.808	28.21563485	76.506	24.69723971	41.08990985	98.283	0	30.94198206	27.7774359	29.71578295	42.538247	9.964972028	25.89939568	0	0	0	0	0	28.92609917	0	38.65230496	0	0	15.614701	38.2354902	0	29.81915964	26.58198312	31.42363993	0	0	0	0	40.14859851	0	0	0	0	0	0	52.09412563	30.57140286	0	0	20.43341176	0	0	28.6145	36.82622754	0	0	43.74971875	34.41816744	0	44.67364948	27.58591379	0	0	0	50.64964156	0	0	14.0806092	0	0	0	0	0	0	0	11.92500852	0	0	0	26.20870229	0	0	Pomona	2
l0374	72.64116981	95.628	95.368	69.99996452	94.444	34.54963504	41.77872483	0	90.096	88.06	56.3955814	86.49372987	55.872	0	87.93736965	45.63771812	51.86430508	84.397	0	44.47153846	35.91537324	15.55567619	0	98.606223	83.77327925	0	97.647	33.33314212	41.00279646	12.47873356	66.19746479	48.92063309	26.55362712	20.83354657	42.38445695	40.13265672	81.15942029	22.59885876	0	41.97311037	89.75596341	80.597	76.344	0	24.27967078	11.5451511	37.54171429	30.3924902	32.59679558	43.55960656	46.86648501	37.55265823	0	0	28.36538462	28.57152542	0	0	31.03445211	29.16657955	0	21.10528476	27.55125	0	28.09669486	26.39988	19.23108597	34.86576628	0	17.41756757	24.74507653	23.56287931	29.87698519	29.55754144	25.42368523	0	0	28.21563485	0	24.69765617	11.11124528	0	41.55132687	31.38988789	25.21333333	25.58114729	0	0	26.37851799	0	0	21.29652778	0	0	29.7517686	24.52246815	39.71591489	0	10.75085324	17.27557475	24.50964706	0	73.795	23.20685232	0	0	0	0	29.36517778	23.04856506	0	0	0	0	0	0	22.44572864	30.57094286	0	36.84246559	16.71836533	13.30042693	0	83.434	49.10208982	34.974	0	44.14109375	23.7205814	0	0	17.81613793	0	0	0	44.41563636	41.88057692	0	20.97706897	0	0	7.786772541	0	0	0	35.49806061	15.67297615	0	0	0	64.37618321	32.33787065	0	Pyrogenes	1
lely_607	100	33.60637158	36.7843733	37.41945806	0	0	22.65091946	0	30.67130671	29.10474627	35.75567442	0	20.99641281	0	24.51386381	31.20841611	97.62693559	98.227	0	0	31.68982394	33.65044762	0	0	32.83027925	0	28.73985882	0	39.233	34.23289713	0	0	21.46911864	0	0	17.24725705	0	19.77433898	0	18.22759866	0	29.10447761	0	43.28352239	0	29.37193548	32.22613953	0	35.91116575	0	39.23679564	0	20.748	0	0	0	0	0	30.26812261	29.16695455	0	20.60321608	33.9290051	0	28.39864048	27.60028	17.87315385	36.01547893	0	17.11725526	0	19.54003448	0	32.04383978	0	13.24328649	0	28.63113693	0	0	0	0	97.23	94.61880269	91.45320513	97.933	97.77	93.531	93.525	87.826	92.30736264	38.88924074	0	0	88.43	90.127	94.681	95.595	62.45740444	86.04660465	86.765	91.944	92.771	86.076	39.27943208	0	44.928	0	82.698	37.54623792	99.708	100	100	100	95.23809524	100	22.61306533	25.14312857	0	0	23.52920433	10.18055172	0	73.494	38.62229042	0	0	43.74971875	34.41816744	0	0	13.07457615	0	13.13426866	0	9.090818182	0	0	22.12655172	0	0	0	0	0	0	0	11.75459114	0	12.02616145	0	28.24403053	0	0	Sejroe	3
aim	75.47171698	31.14790984	34.06043052	36.45207097	0	0	22.98643792	0	30.03225559	26.11974627	64.53446512	34.80498701	22.41978648	0	95.72	86.913	77.2884339	79.078	0	0	28.87288732	33.01572698	0	0	33.20712453	0	28.23526387	54.2631137	57.81759587	12.31019224	0	0	25.98856497	12.00988235	0	17.24725705	0	22.59882486	0	18.22759866	0	27.6123806	0	28.68970149	0	0	70.76460465	0	32.87312155	0	38.96453951	37.55240506	0	0	0	0	0	23.72352553	0	29.16657955	0	52.42918593	75.76545918	0	32.6287432	25.600176	19.68307692	36.01547893	23.26277341	17.41774174	10.2042551	21.83875287	0	31.21568785	0	0	0	26.97074689	24.6986747	0	0	0	0	45.29169955	27.35025641	29.19867442	43.05299657	10.31454545	26.85841727	0	0	0	0	0	28.92609917	0	36.52532979	0	11.09231229	27.2425814	36.27455882	0	74.699	33.75561181	31.58706383	0	0	0	0	40.89225279	0	0	0	0	0	0	93.13204355	54.57137143	0	45.74908502	30.65004334	50.57462233	38.20640532	97.289	94.91	97.409	45.53821968	96.094	92.093	0	0	16.37936782	97.40232468	0	0	99.481	99.573	99.74	99.713	79.13866225	0	0	0	33.44234584	0	100	99.83	75.49013072	85.667	66.34005882	90.58491603	87.06507463	40.37077778	Tarassovi	4
rl0016	100	33.3334235	36.7843733	37.41945806	0	0	22.65091946	0	30.67130671	29.10474627	35.75567442	0	20.99641281	0	24.51386381	31.20841611	97.96578305	98.227	0	0	31.68982394	33.65044762	0	0	32.83027925	0	28.90771429	0	39.233	20.91075885	0	0	25.98856497	0	0	17.24725705	0	23.16366102	0	18.22759866	0	29.10447761	0	43.28352239	0	17.82677419	32.22613953	0	35.35927072	0	39.23679564	0	20.748	0	0	0	0	0	30.26812261	32.19742803	0	20.60321608	33.9290051	0	28.39864048	27.19984	17.87315385	35.63185057	0	15.31539039	0	23.5632069	0	32.32082873	0	13.24328649	0	29.04584232	0	0	0	0	97.507	94.61880269	91.45320513	97.933	97.77	93.182	93.525	88.406	92.85725275	38.88924074	0	0	88.43	90.127	95.035	95.595	34.98293515	86.3784186	86.765	92.222	93.072	85.654	39.27943208	0	44.928	0	82.857	39.40507063	98.83	99.448	100	100	95.23809524	100	22.27809045	25.14312857	0	0	23.52920433	10.01621675	0	73.494	38.62229042	0	0	43.74971875	34.41816744	0	0	13.07457615	0	13.13426866	0	9.090818182	0	0	22.12655172	0	0	0	0	0	0	0	11.75459114	0	12.19130148	0	26.20870229	0	0	Sejroe	3
ov5	72.64116981	33.60671585	36.51189646	35.80629677	0	0	26.67767114	0	30.35168051	26.86525373	35.75567442	0	22.42015302	0	22.56789105	28.52322148	72.54269831	84.397	0	0	30.98623239	32.38087619	0	0	33.20712453	0	23.36137311	0	38.938	31.534543	70.89221127	0	26.55362712	0	0	24.54381095	0	22.59885876	0	21.23730936	0	28.35853731	0	43.44895522	0	30.56053141	31.56167442	0	35.08279558	0	38.96453951	0	0	0	0	0	0	0	31.03445211	29.16657955	0	21.10528476	32.39785714	0	29.60725076	26.000208	19.23108597	34.86576628	0	17.41756757	0	23.56287931	0	32.04383978	0	0	0	16.18244813	0	0	0	0	100	100	97.86324786	98.708	98.628	97.203	98.801	96.812	91.75796703	37.50044444	0	0	92.562	94.904	96.809	92.952	99.31786348	94.68425581	80.882	97.222	99.398	98.734	39.11614894	0	46.86	0	90.476	30.4832119	93.56760234	90.608	95.714	93.852	87.37060248	93.598	22.11055276	25.14312857	0	0	21.672	10.67344828	0	74.096	38.32353293	0	0	43.74971875	33.48851163	0	0	12.64366092	0	12.83585075	0	18.70124156	0	0	22.98835057	0	0	7.786772541	0	0	0	0	11.24365417	0	11.36755519	0	28.75282443	0	0	Sejroe	3
l0864	99.057	32.78715847	40.05409537	94.839	25.00018651	39.17235766	42.78489262	0	100	100	99.709	98.442	55.51603559	98.79	99.611	100	99.661	98.936	0	68.2694375	36.62005634	33.65044762	0	89.54689895	33.20712453	87.338	94.958	54.78008269	55.75249558	88.364	0	81.05551559	100	25.24529412	45.36456954	40.29884909	56.03878261	76.83642938	0	41.97311037	90.24362927	79.104	77.419	84.74299337	79.835	64.85570119	71.42891694	82.10752941	81.76767956	66.27596721	80.65424796	36.70917722	20.748	40.80491379	37.98088462	33.65640678	0	0	0	31.81775758	13.56608721	20.60321608	33.9290051	0	30.21172205	27.60028	17.87315385	37.16505747	0	17.41774174	25.51067857	53.448	65.92601481	84.53084254	28.81341404	0	0	27.38582988	0	24.93909927	14.25598742	0	40.4434349	16.59219283	27.7774359	25.83941085	37.73584906	0	23.26164508	0	26.92345055	0	0	0	28.92609917	0	36.52488298	0	31.39883447	26.91	38.2354902	0	29.51846386	30.80179747	42.22579051	0	0	0	0	40.14859851	0	0	0	0	0	0	22.27809045	30.57094286	0	33.19806073	20.43341176	0	0	28.91539157	66.16785629	62.69415803	0	43.74971875	34.41816744	0	0	16.95378879	0	12.53727761	0	85.71396623	42.73459829	0	39.65560345	0	0	0	0	0	0	37.66192208	15.33202726	0	12.52080231	0	35.62305344	33.58207214	0	Javanica	1
ohj200314	72.64116981	33.06036885	36.23941962	35.80629677	0	0	26.67767114	0	29.39311821	27.61166418	35.75567442	0	22.42015302	0	22.56789105	27.51698658	72.54269831	84.043	0	0	30.98623239	32.38087619	0	0	32.0757283	0	23.36137311	0	39.233	32.37731872	70.89221127	0	26.55362712	0	0	24.54381095	0	22.59885876	0	21.23730936	0	28.35853731	0	43.44895522	0	29.71113922	32.55772425	0	34.80632044	0	39.23679564	0	0	0	0	0	0	0	31.03445211	29.16657955	0	21.10528476	32.39785714	0	29.00347432	26.39988	19.23108597	34.48272414	0	17.41756757	0	23.56287931	0	31.76787293	0	14.3244973	0	16.18244813	0	0	0	0	100	99.552	100	100	100	100	100	99.71	100	100	82.29467869	99.526	99.587	99.682	100	100	99.829	95.34883721	99.51	99.722	99.699	99.578	91.48961047	0	36.71480676	0	90.952	40.14883271	0	0	40.0003619	0	79.50263768	90.949	22.44572864	25.14312857	0	0	21.672	10.67344828	0	74.096	38.3233982	0	0	43.74971875	33.48851163	0	0	12.50013793	0	12.83585075	0	19.22097403	0	0	22.9887069	0	0	7.786772541	0	0	0	0	11.24365417	0	11.36755519	0	28.24403053	0	0	Hebdomadis	3
201801190	72.64116981	95.355	95.64	93.871	0	25.06051582	26.67767114	0	29.71286901	27.61166418	31.39553779	0	22.42015302	0	24.12432296	20.47004027	72.54269831	84.397	0	26.44252644	30.98623239	32.38087619	0	0	98.868	87.662	23.36137311	0	32.44846018	0	70.89221127	27.33841966	80.79105085	22.54908333	29.80099338	24.54381095	22.94686957	80.79105085	0	21.23730936	32.19497561	28.35853731	0	0	0	0	19.26887043	82.59788971	80.93886188	25.76073302	38.96453951	0	0	44.82763218	37.74	28.81341404	45.67489273	49.84968468	96.935	95.455	90.116	92.29514238	95.918	83	90.03	97.6	95.701	91.954	72.50739577	17.41756757	25.76579082	54.598	64.69122963	80.38712983	88.862	13.78371892	0	28.21563485	98.494	26.39202663	42.34775681	0	0	26.906	30.76888034	25.58114729	0	15.55964161	26.37851799	0	0	21.29652778	0	0	31.81780165	30.57334395	39.71591489	0	0	15.61447176	38.23522059	0	29.51846386	26.58253165	0	0	0	0	0	43.49424535	0	0	0	0	0	0	51.75884757	30.57094286	0	0	21.672	0	0	28.6145	36.82634731	0	0	44.14109375	33.48851163	0	43.9865945	40.23	0	0	0	85.71428571	0	0	14.3677069	0	0	11.27036885	0	0	0	0	11.24365417	0	0	0	24.68181679	0	0	Autumnalis	2
mn900	100	33.3334235	36.7843733	37.41945806	0	0	24.49640772	0	29.7120607	29.10474627	64.53446512	34.80542338	20.99641281	0	99.611	98.993	97.96578305	98.227	0	0	31.68982394	33.65044762	0	0	32.45257358	0	28.90771429	53.2294832	57.22687316	12.81641147	0	0	25.98856497	0	0	26.69976783	0	23.16366102	0	18.22759866	0	29.10447761	0	23.54927197	0	0	70.43195349	0	32.87264917	0	39.23679564	35.02135443	20.748	0	0	0	0	24.9248048	0	32.19742803	0	53.60128643	76.27584184	0	32.02422356	27.19984	17.87315385	36.39800766	25.37783384	17.11725526	18.87736735	23.5632069	0	32.59670718	0	0	0	0	26.20455723	0	0	0	0	45.29169955	27.7774359	29.71578295	35.50603259	0	27.09841727	0	0	0	0	0	28.92609917	0	38.65230496	0	11.77492491	26.91033887	38.2354902	0	74.096	34.17693671	24.22296727	0	0	0	0	60.22308922	0	0	0	0	0	0	81.23914573	54.28601143	0	46.15419028	31.57848297	49.09694581	36.21229236	93.373	89.521	89.119	45.995	84.37511719	83.72088837	0	0	10.77588506	82.684	11.04487761	0	84.41525455	79.915	95.844	91.379	71.52287086	0	0	0	33.44234584	0	83.117	79.04576491	100	100	100	100	100	100	Tarassovi	4
gui44	72.64116981	95.628	95.368	93.871	94.444	37.95582482	64.26138926	0	29.39311821	38.80632836	80.814	85.45488831	55.16	0	87.93736965	81.544	72.88122034	84.043	100	100	100	96.50793651	71.27468582	100	100	0	44.03341176	55.55518346	53.98182891	12.47873356	70.42220657	72.66182254	26.55362712	0	45.03274172	45.77146269	53.62342029	22.59885876	76.81963342	63.88004013	0	37.31320896	75.26924731	48.25856882	24.27967078	11.5451511	68.43901661	0	32.87264917	62.99780796	39.23679564	37.1306962	0	0	0	35.10938015	0	0	31.03445211	29.16657955	12.98432558	21.10528476	32.39785714	0	29.30557704	26.39988	19.23108597	34.48272414	0	17.41756757	0	23.56287931	0	29.55754144	27.60319855	0	0	28.21563485	0	0	13.62700839	0	41.55132687	31.83881166	25.21333333	30.74911628	17.66749571	0	26.37851799	0	0	21.29652778	0	0	29.7517686	30.89178344	36.17068085	0	10.75085324	27.57447508	38.72529412	0	73.494	29.1138481	26.18655319	0	0	0	57.30185397	27.880829	0	0	0	0	0	0	22.44572864	30.8568	0	36.03230769	21.672	13.79320525	0	83.434	66.16785629	61.65832383	0	44.14109375	33.48851163	0	0	17.81613793	0	0	0	85.71428571	41.45291453	0	37.93089943	0	0	7.786772541	0	0	0	35.49806061	15.67297615	0	0	0	64.63149364	32.83557463	0	Canicola	1
tar14	100	33.3334235	36.7843733	37.41945806	0	0	22.65091946	0	29.7120607	29.10474627	64.53446512	34.80542338	20.99641281	0	99.611	98.993	97.96578305	98.227	0	0	31.68982394	33.65044762	0	0	32.45257358	0	28.90771429	53.2294832	57.22687316	12.81641147	0	0	25.98856497	0	0	17.24725705	0	23.16366102	0	18.22759866	0	29.10447761	0	23.54927197	0	0	70.43195349	0	32.87264917	0	39.23679564	35.02135443	20.748	0	0	0	0	24.9248048	0	32.19742803	0	53.60128643	76.27584184	0	32.02422356	27.19984	17.87315385	36.39800766	25.37783384	17.11725526	18.87736735	23.5632069	0	32.59670718	0	0	0	28.21563485	26.20455723	0	0	0	0	45.29169955	27.7774359	29.71578295	35.50603259	0	23.26164508	0	0	0	0	0	28.92609917	0	34.04207092	0	24.57294881	26.91033887	38.2354902	0	74.096	34.17693671	24.22296727	0	0	0	0	17.84401487	0	0	0	0	0	0	81.23914573	54.28601143	0	46.15419028	31.57848297	49.09694581	36.21229236	93.373	89.521	89.119	45.995	84.37511719	83.72088837	0	0	6.178175287	82.684	11.04487761	0	84.41525455	79.915	95.844	91.379	71.52287086	0	0	0	33.44234584	0	83.117	79.04576491	100	100	100	100	100	100	Tarassovi	4
valbuzzi1427	72.64116981	95.355	95.64	92.581	0	25.54756691	22.65080537	0	29.39311821	0	31.68630523	0	22.42015302	0	23.73561479	20.47004027	0	84.397	79.839	26.68295192	0	32.38087619	0	0	27.92464906	0	23.36137311	0	31.85853982	0	69.4831784	27.09815348	81.35621469	22.54908333	30.13266556	17.41308126	22.70504348	81.35621469	75.2019407	21.23730936	32.19497561	0	0	0	0	0	19.26887043	82.84316912	32.87264917	25.05877283	38.41964305	0	0	45.40192529	37.50021635	29.05530266	45.67489273	50.75063063	95.785	94.318	89.341	92.62958124	95.408	83	90.332	97.6	95.475	91.954	76.737	17.41756757	25.5104949	54.598	64.44417778	29.55769337	86.683	13.78371892	98.63	100	86.145	26.14966344	42.55812159	0	0	26.906	30.76888034	31.00768992	0	15.55964161	26.37851799	0	0	21.29652778	0	0	31.81780165	30.57334395	39.36174468	0	0	15.61447176	38.23522059	0	29.2168012	21.09702532	0	0	0	0	0	26.7655316	0	0	0	0	0	0	51.59126298	30.8568	0	0	21.672	0	0	28.31340964	36.82622754	0	0	43.74971875	33.48851163	0	43.9865945	40.374	0	0	0	9.350555844	0	0	14.36786207	0	0	7.786772541	0	0	0	0	11.24365417	0	0	0	24.68181679	0	0	Grippotyphosa	2
61h	70.75439623	98.634	99.183	99.677	0	24.81728467	27.01355201	0	28.43484984	27.61164179	32.55821221	0	23.13135943	0	24.12432296	15.43645638	70.16908475	86.879	0	27.40413702	30.98630282	32.38087619	0	0	90.566	87.013	23.36151261	0	32.15294985	0	70.89221127	27.81807194	52.54210169	54.65671569	29.80098675	24.04629187	23.9133913	53.10735593	0	21.23730936	29.26829268	29.10447761	16.12908602	0	0	0	22.92329568	63.23544118	75.69051105	26.69759251	38.96453951	0	0	41.95365517	36.53859375	29.78247458	46.0202699	51.95182583	95.785	94.697	65.50420349	95.98037688	96.684	83.333	91.23851964	97.6	96.38	88.889	75.529	72.37237237	99.745	100	100	100	99.516	99.73	33.97270685	29.04553942	76.506	24.69723971	41.08990985	98.14	0	30.49377578	30.34182051	31.0073385	0	14.3358042	25.89939568	0	0	21.75935185	0	0	31.40542149	30.25490446	39.71591489	0	0	15.28237874	39.70544118	0	29.81915964	27.00394937	0	0	0	0	0	21.93327881	0	0	0	0	0	0	52.26142714	30.57140286	0	0	22.29129412	0	0	28.6145	37.12551497	0	0	44.14109375	33.95333953	0	45.36049485	39.51195259	0	0	0	50.64964156	0	0	13.79312644	0	0	7.786772541	0	0	0	0	11.24365417	0	0	0	24.42774046	0	0	Pomona	2
mallika	72.64116981	95.355	95.64	93.871	0	25.06051582	26.67767114	0	29.71286901	27.61166418	31.39553779	0	22.42015302	0	24.12432296	20.47004027	72.54269831	84.397	0	26.44252644	30.98623239	32.38087619	0	0	98.868	87.662	25.54621008	0	32.44846018	0	70.89221127	27.33841966	80.79105085	22.54908333	29.80099338	24.54381095	22.94686957	80.79105085	0	21.23730936	32.19497561	28.35853731	0	0	0	0	19.26887043	82.59788971	80.93886188	25.76073302	38.96453951	0	0	44.82763218	37.74	28.81341404	45.67489273	49.84968468	96.935	95.455	90.116	92.29514238	95.918	83	90.03	97.6	95.475	91.954	72.50739577	17.41756757	25.76579082	54.598	64.69122963	80.38712983	88.862	13.78371892	0	28.21563485	98.494	26.39202663	42.34775681	0	0	31.83881166	30.76888034	25.58114729	0	15.55964161	26.37851799	0	0	21.29652778	0	0	31.81780165	30.57334395	39.71591489	0	0	15.61447176	38.23522059	0	29.51846386	26.58253165	0	0	0	0	0	43.49424535	0	0	0	0	0	0	51.75884757	30.57094286	0	0	21.672	0	0	28.6145	36.82634731	0	0	44.14109375	33.48851163	0	43.9865945	40.23	0	0	0	85.71428571	0	0	14.3677069	0	0	7.786772541	0	0	0	0	11.24365417	0	0	0	24.68181679	0	0	Autumnalis	2
hai821	75.47171698	30.60096175	34.05967302	36.45207097	0	0	18.95977181	0	30.35131629	26.11974627	64.82553488	15.84424675	22.06394306	0	95.331	73.15469799	72.20338983	79.078	0	0	28.87288732	17.14304127	0	0	24.52839623	0	18.82371933	54.78042636	58.11246903	0	0	0	25.98856497	16.6665098	0	23.88091542	0	22.59882486	0	18.06030769	0	27.6123806	0	28.68970149	0	0	63.45540199	0	26.2434779	0	38.96453951	37.55240506	0	0	0	0	0	23.42317718	0	29.16657955	0	36.68322278	52.55085714	0	31.72196375	25.600176	19.68307692	36.01547893	22.35685801	17.41774174	15.56141837	21.83875287	0	25.41464088	0	0	0	26.97074689	23.79508434	0	0	0	0	45.73966816	27.35025641	23.25613178	43.05299657	10.31454545	24.22038129	0	0	0	0	27.96222749	28.92609917	0	35.81529787	0	11.09231229	27.2425814	36.27417647	0	75	33.75561181	31.58706383	0	0	0	0	40.89225279	0	0	0	0	0	0	65.66178392	54.57137143	0	45.74908502	30.65004334	14.12158621	37.2092093	98.193	94.91	97.409	45.76664073	96.484	94.419	0	0	16.37936782	65.80062338	0	0	83.11734026	99.573	100	100	95.36390728	56.43340858	100	73.65204412	44.04563295	100	99.567	99.83	75.16345752	14.4976804	73.85593137	67.93893893	40.54728358	39.62977778	Tarassovi	4
r066	72.64116981	95.628	95.368	92.258	0	39.41629197	63.92611074	0	29.71286901	38.80632836	81.105	87.01265455	55.872	0	87.93736965	82.215	72.20318644	84.043	0	72.83649038	99.296	96.50793651	99.82	98.606223	99.245	89.286	43.86578824	53.48885788	54.27759292	13.32226644	99.531	99.76	80.79105085	22.54908333	46.35798675	45.77146269	58.45365459	80.79105085	0	63.54547157	32.68283171	37.31320896	76.344	84.90895522	0	11.71483871	68.77067774	82.10794118	81.49154696	69.08620141	38.96453951	37.55265823	0	44.82763218	37.01963942	35.10915254	0	0	31.03445211	29.16657955	0	21.10531658	32.39785714	0	29.30557704	26.39988	19.00486425	34.86576628	0	17.41756757	25.5104949	54.598	64.93838519	80.11001105	27.84496368	0	0	29.04587552	0	25.42365617	12.78839413	0	41.55132687	32.28668161	25.21333333	27.13203101	29.67433276	0	27.81766187	0	0	21.29652778	0	0	29.7517686	30.57334395	36.17068085	0	11.60394198	30.89704319	38.23522059	0	73.795	29.1138481	41.89813748	0	0	0	57.46007143	23.04856506	0	0	0	0	0	0	22.2779397	30.57094286	0	36.43755061	21.672	13.9575665	0	83.735	66.16785629	60.36297668	0	44.14109375	33.48851163	0	0	17.67260345	0	0	0	47.27286234	41.88057692	0	38.21851149	0	0	7.786772541	0	0	0	35.93078788	15.67297615	0	0	0	64.88525191	32.58705473	0	Icterohaemorrhagiae	1
lai	72.64116981	33.60671585	36.51189646	88.71	0	39.41629197	63.92611074	0	29.71286901	38.80632836	81.105	87.01265455	55.872	0	87.93736965	82.215	72.54269831	84.397	0	72.83649038	99.296	96.50793651	99.82	98.606223	98.491	89.286	43.86578824	53.48885788	54.27759292	12.81635076	99.531	99.76	80.79105085	82.843	46.35798675	45.77146269	58.45365459	80.79105085	0	63.54547157	32.68283171	37.31320896	76.344	85.07467993	0	11.20527504	68.77067774	81.86247794	81.49154696	69.08620141	38.96453951	37.55265823	0	44.82763218	37.01963942	35.10915254	0	0	31.03445211	29.16657955	0	21.10528476	32.39785714	0	29.30557704	26.39988	19.23108597	34.86576628	0	17.41756757	56.37781122	54.598	64.93838519	80.11001105	27.84496368	0	0	28.21563485	0	25.90808717	12.78839413	0	41.27459834	32.28668161	25.21333333	27.13203101	29.67433276	0	27.81766187	0	0	21.29652778	0	0	29.7517686	30.57334395	36.17068085	0	23.37848976	30.89704319	38.23522059	0	73.795	29.1138481	42.06196399	0	0	0	57.46007143	14.86994796	0	0	0	0	0	0	22.44572864	30.8568	0	36.43755061	21.672	13.79320525	0	83.735	66.16785629	60.36297668	0	44.14109375	33.48851163	0	0	17.81613793	0	0	0	47.27286234	41.88057692	0	38.21851149	0	0	7.786772541	0	0	0	35.49806061	15.67297615	0	0	0	64.88525191	32.58705473	0	Icterohaemorrhagiae	1
