Strain,WP_000007540.1,WP_000045938.1,WP_000050434.1,WP_000132018.1,WP_000231290.1,WP_000275679.1,WP_000284355.1,WP_000406134.1,WP_000432947.1,WP_000547460.1,WP_000549981.1,WP_000579813.1,WP_000600954.1,WP_000601375.1,WP_000661931.1,WP_000675255.1,WP_000715958.1,WP_000799637.1,WP_000823146.1,WP_000834719.1,WP_000848236.1,WP_000947841.1,WP_001052314.1,WP_001084686.1,WP_001206408.1,WP_002115390.1,WP_002115474.1,WP_061294270.1,target
202202764,79.44281533101045,78.095,77.95515335463259,39.47401315789474,8.080924242424242,64.42277884615385,0.0,0.0,92.615,72.60304109589042,76.42039772727273,33.015726984126985,75.84869433962264,78.233,84.375,88.554,90.07646564885495,37.32422535211268,88.889,44.958314049586775,90.83665338645419,75.45260981912145,0.0,71.044,18.442524590163934,33.074046692607006,85.36551916376307,7.014908955223881,0
202202766,80.48777700348431,77.937,77.31661022364217,39.035131578947365,10.100929292929292,64.66361538461538,0.0,0.0,92.615,73.05916894977169,76.56259943181819,33.015726984126985,75.84869433962264,78.233,84.062,88.554,90.07646564885495,37.32422535211268,89.147,44.958314049586775,87.64940239043824,81.137,0.0,71.044,18.442524590163934,33.074046692607006,85.71429965156794,7.1642223880597005,0
202202768,68.29275261324042,36.507961904761906,72.20420127795526,80.7018947368421,8.585772727272726,37.25963942307692,0.0,80.10798387096774,90.769,0.0,52.273,32.69892063492063,34.71704150943396,68.139,20.937393750000002,68.07225,83.20598473282442,36.62005633802817,77.77795865633075,65.12391404958677,35.856454183266926,82.17012403100775,0.0,69.02369696969696,18.442418032786886,31.518,74.564,17.462597014925375,0
202202802,94.077,99.36502698412698,88.49814696485623,97.807,25.757252525252525,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,98.868,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,77.1044579124579,99.59,96.887,98.60622299651567,98.955,0
202303415,80.13961672473867,87.14245873015874,79.55271565495208,85.96480263157895,8.080924242424242,73.5576826923077,0.0,0.0,96.0,0.0,78.977,33.65044761904762,77.736,81.073,89.375,94.277,93.89329007633587,36.61935211267606,52.713,44.462380165289254,88.44619123505977,36.17536434108527,0.0,73.06354545454546,20.082024590163932,76.65408560311283,89.89567944250871,37.61180895522388,0
211U,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,68.26943750000001,0.0,0.0,95.385,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,94.65645801526716,36.62005633802817,88.88923772609819,44.62832727272727,36.25470119521912,36.43449612403101,0.0,72.39043771043771,18.852418032786883,31.906206225680933,89.54689895470383,60.89574179104477,0
274_IZSLER,94.077,99.36502698412698,99.681,97.807,25.757252525252525,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
4-I,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,68.26943750000001,0.0,0.0,95.077,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,94.65645801526716,36.62005633802817,88.88923772609819,44.62832727272727,35.85649402390438,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,89.54689895470383,80.00022537313433,0
406_IZSLER,79.09395470383275,0.0,83.38658146964856,85.08800877192982,0.0,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,18.852418032786883,31.906206225680933,54.00682926829268,80.14944776119404,0
425_IZSLER,94.077,99.36502698412698,99.681,97.807,25.757252525252525,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
441_IZSLER,94.077,99.36502698412698,99.681,97.807,25.757252525252525,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
56101,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
56601,94.077,99.36502698412698,99.681,97.807,98.99,72.83649038461539,0.0,0.0,100.0,94.06400000000001,98.722,96.5079365079365,98.491,99.685,99.062,100.0,100.0,99.296,96.12399999999998,99.669,98.805,95.60700000000001,99.82,99.327,99.58999999999999,96.887,98.60622299651567,99.104,0
56601-V,94.077,99.36502698412698,99.681,97.807,98.99,72.83649038461539,0.0,0.0,100.0,94.064,98.722,96.5079365079365,98.491,99.685,99.062,100.0,100.0,99.296,96.124,99.669,98.805,95.607,99.82,99.327,99.59,96.887,98.60622299651567,99.104,0
56602,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,68.26943750000001,0.0,0.0,95.385,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,94.65645801526716,36.62005633802817,88.63058139534883,44.62832727272727,36.25470119521912,36.43449612403101,0.0,72.72766329966329,20.082295081967214,31.906206225680933,89.54689895470383,80.00022537313433,0
56605,94.425,99.36502698412698,99.681,97.368,98.99,53.36561538461538,99.234,0.0,100.0,93.607,98.722,32.380876190476194,98.868,99.685,99.375,100.0,100.0,35.91537323943662,96.641,43.63619834710743,99.203,95.607,0.0,98.99,20.491868852459017,97.276,98.60622299651567,75.52262686567164,0
56618,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
56620,94.077,99.36502698412698,99.681,97.807,98.99,72.83649038461539,0.0,0.0,100.0,94.064,98.722,96.5079365079365,98.491,99.685,99.062,100.0,100.0,99.296,96.124,99.669,98.805,95.607,99.82,99.327,99.59,96.887,98.60622299651567,90.14894626865672,0
56659,80.13961672473867,86.9837111111111,78.59424920127796,86.84210526315789,8.080924242424242,73.07717307692309,0.0,0.0,96.0,72.603,79.261,33.96832063492064,76.981,80.126,89.688,94.578,93.89329007633587,36.61935211267606,52.972,44.62832727272727,92.43027888446215,36.43449612403101,0.0,73.4009393939394,21.311311475409838,32.29556420233463,89.54689895470383,47.91064179104478,0
56660,94.077,99.36502698412698,99.681,97.807,98.99,72.83649038461539,0.0,0.0,100.0,94.064,98.722,96.5079365079365,98.491,99.685,99.062,100.0,100.0,99.296,96.124,99.669,98.805,95.607,99.82,99.327,99.59,96.887,98.60622299651567,90.59670895522389,0
56666,94.077,99.36502698412698,99.681,97.807,98.99,72.83649038461539,0.0,0.0,100.0,94.064,98.722,96.5079365079365,98.491,99.685,99.062,100.0,100.0,99.296,96.124,99.669,98.805,95.607,99.82,99.327,99.59,96.887,98.60622299651567,49.701447761194025,1
56673,94.077,99.36502698412698,99.681,97.807,98.99,72.83649038461539,0.0,0.0,100.0,94.064,98.722,96.5079365079365,98.491,99.685,99.062,100.0,100.0,99.296,96.124,99.669,98.805,95.607,99.82,99.327,99.59,96.887,98.60622299651567,99.104,0
56678,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,69.7013462686567,0
611,31.517322774786184,76.50775595238095,91.1457124600639,33.532410685805424,39.09096717171717,50.000194368131865,100.0,100.0,71.48720717948719,74.77150799086758,52.59234517045455,43.89598585858586,66.75466226415095,37.96988270719817,41.39204261363636,45.78287513691128,96.40120065430752,50.90549798792756,43.410910668143224,36.42377355371901,54.18334516479536,43.481338501291994,100.0,87.49409812409814,34.538005961251855,47.36460205164485,34.36796198923028,79.2239689552239,1
782,60.00015818815332,99.36502698412698,94.05758658146964,68.68413508771928,23.030302020202022,73.3774813701923,99.234,96.237,98.46166666666666,0.0,69.99301526988636,58.15861904761905,83.69822490566038,70.09488832807571,20.874813125,63.85522108433736,98.2823645038168,59.436918309859166,70.23278501291989,56.8263788429752,36.57356334661355,64.4446361757106,99.82,90.97652996632996,51.88524098360656,30.03881167315175,66.48086341463414,85.78338470149254,1
80-412,68.29275261324042,36.19036666666667,72.20420127795526,80.7018947368421,8.585772727272726,37.25963942307692,0.0,80.10798387096774,90.769,0.0,52.273,32.380476190476195,34.71704150943396,68.139,20.937393750000002,69.27672289156627,83.20598473282442,36.62005633802817,77.77795865633075,64.62853553719009,35.856454183266926,82.17012403100775,0.0,69.02369696969696,18.442418032786886,31.518,74.564,64.62722835820897,0
898,89.08265156794425,99.36502698412698,94.24952715654952,93.56733625730995,19.696828282828285,61.378275641025645,88.506,76.882,100.0,86.30159360730593,92.32966666666665,75.5554402116402,77.2323748427673,92.955,73.33305729166666,88.85528714859437,97.9644300254453,78.40401877934274,93.71241257536606,87.54781157024793,78.22023373173971,75.88283204134366,99.82,90.12347923681257,72.67747267759563,75.22673540856032,83.73975842044133,92.68648258706469,0
A1_Mm_MM006,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,19.467356557377048,31.906206225680933,54.00682926829268,80.14944776119404,0
A1_Mm_MM010,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A1_Mm_MM013K,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A1_Mm_MM026KC,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A1_Mm_MM031K,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A1_Mm_MM031U,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A1_Mm_MM037,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A1_Mm_MM043,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A2_Ee_MM195,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,19.467356557377048,31.906206225680933,54.00682926829268,80.14944776119404,0
A2_Ee_MM196,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A2_Mm_MM134,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A2_Mm_MM138,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A2_Mm_MM148,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,19.467356557377048,31.906206225680933,54.00682926829268,80.14944776119404,0
A2_Mm_MM159,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A2_Mm_MM161,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A2_Mm_MM189,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A2_Mm_MM200,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A2_Mm_MM211,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A2_Mm_MM242,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A2_Mm_MM244,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A3_Ee_MM277,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A3_Mm_MM256,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A3_Mm_MM257,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A3_Mm_MM258,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A3_Mm_MM259,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A3_Mm_MM260,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,19.467356557377048,31.906206225680933,54.00682926829268,80.14944776119404,0
A3_Mm_MM261,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A3_Mm_MM262,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A3_Mm_MM263,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A3_Mm_MM265,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A3_Mm_MM268,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A3_Mm_MM269,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A3_Mm_MM272,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A3_Mm_MM273,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A3_Mm_MM275,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A3_Mm_MM280,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A4_Ee_MM344,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,19.467356557377048,31.906206225680933,54.00682926829268,80.14944776119404,0
A4_Mm_MM324,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A4_Mm_MM325,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A4_Mm_MM332,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,19.467356557377048,31.906206225680933,54.00682926829268,80.14944776119404,0
A4_Mm_MM350,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A4_Mm_MM361,79.09395470383275,0.0,83.38658146964856,82.45657894736841,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
A75,100.0,99.841,100.0,99.561,100.0,100.0,100.0,100.0,100.0,99.543,100.0,96.5079365079365,100.0,99.685,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.851,1
Ag14_2020,94.425,99.524,99.681,97.368,98.99,53.36561538461538,99.234,0.0,100.0,94.064,98.864,32.380876190476194,98.868,99.685,99.375,100.0,100.0,35.91537323943662,96.382,43.63619834710743,99.203,95.866,0.0,98.99,20.491868852459017,96.887,98.60622299651567,99.104,0
Ag21_2020,79.094,86.82496349206349,78.91341853035144,87.71971929824561,8.080924242424242,73.31742788461538,0.0,0.0,95.385,73.05908675799087,79.545,34.28619365079364,77.358,78.233,89.06280625,94.88,88.54914503816794,36.61935211267606,97.933,41.15738181818182,90.83649800796813,94.832,0.0,73.7373468013468,20.491495901639343,31.906599221789886,89.19811846689896,55.373319402985075,0
Ag23_2020,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,68.26943750000001,0.0,0.0,95.385,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,94.65645801526716,36.62005633802817,88.88923772609819,44.62832727272727,36.25470119521912,36.43449612403101,0.0,72.39043771043771,18.852418032786883,31.906206225680933,89.54689895470383,61.34341791044776,0
