Unnamed: 0	WP_002725873.1	WP_002740826.1	WP_002740861.1	WP_032853071.1	WP_002740724.1	WP_016749081.1	WP_002738232.1	WP_002740722.1	WP_002740041.1	WP_002738295.1	WP_002733661.1	WP_050547976.1	WP_002727927.1	WP_000799637.1	WP_000579813.1	WP_000600954.1	WP_061236010.1	WP_004503102.1	WP_239248150.1	WP_223809837.1	WP_002733615.1	WP_010578390.1	WP_003009953.1	WP_003009503.1	WP_036096962.1	WP_196221670.1	WP_003009473.1	WP_003009523.1	WP_003009310.1	WP_004479640.1	WP_004479635.1	WP_004434477.1	WP_004434773.1	WP_004421329.1	WP_004421044.1	WP_036063888.1	WP_243817855.1	WP_004450706.1	WP_004421460.1	WP_004450681.1	WP_036063866.1	WP_016748630.1	WP_016560441.1	WP_016560426.1	WP_244266170.1	WP_000980525.1	WP_000020777.1	WP_002076509.1	WP_000535865.1	WP_001117631.1	WP_000697351.1	WP_029781911.1	WP_000041234.1	WP_002108488.1	WP_002108487.1	WP_002108506.1	WP_002108485.1	WP_002108483.1	WP_025180280.1	WP_002108502.1	WP_002108526.1	WP_000580577.1	WP_000665193.1	WP_000651740.1	WP_000579360.1	WP_002108484.1	WP_000723079.1	WP_002108504.1	WP_237578347.1	WP_004280040.1	WP_237578348.1	WP_004280867.1	WP_004280058.1	WP_100224632.1	WP_020780101.1	WP_011669928.1	WP_004779589.1	WP_004779550.1	WP_011669929.1	WP_004779559.1	WP_000361605.1	WP_000699347.1	WP_000208484.1	WP_000373631.1	WP_000723077.1	WP_000853941.1	WP_001055393.1	WP_000125000.1	WP_000950837.1	WP_000721297.1	WP_000703222.1	WP_032921258.1_26	WP_004462133.1_63	WP_004478059.1_71	WP_004477915.1_81	WP_061209096.1	WP_061209098.1	True_serogroup
l52	72.64116981	33.60671585	36.51189646	35.80629677	26.67767114	30.35168051	26.86525373	35.75567442	22.42015302	22.56789105	28.52322148	72.54269831	84.397	30.98623239	32.38087619	33.58483019	23.36137311	38.938	32.04094435	70.89221127	26.55362712	24.70988226	22.59885876	21.23730936	28.35853731	0.0	43.44895522	30.0506893	31.56167442	35.08279558	38.96453951	0.0	0.0	31.03445211	29.16657955	21.10528476	32.14316327	29.60725076	26.39988	19.23108597	34.86576628	17.41756757	23.56287931	32.04383978	0.0	16.18244813	100.0	99.552	97.86324786	83.72072351	98.628	97.378	98.561	88.69565217	0.0	37.50044444	0.0	0.0	95.041	95.223	96.454	93.392	100.0001365	94.68425581	80.882	97.222	99.398	98.312	39.11614894	0.0	46.86	0.0	90.317	14.86994796	84.79521637	77.62400552	95.714	39.34446721	84.47215528	90.066	22.11055276	25.14312857	21.672	10.67344828	74.096	38.32353293	0.0	43.74971875	33.48851163	12.64366092	12.83585075	19.22061299	22.98835057	7.786772541	11.24365417	11.36755519	27.98998473	Sejroe
niid20	72.64116981	33.06036885	36.23941962	35.80629677	26.50975839	29.39311821	27.61166418	35.75567442	22.42015302	22.56789105	27.51698658	72.54269831	84.397	30.98623239	32.38087619	32.0757283	25.54621008	39.233	32.37731872	70.89221127	26.55362712	24.54381095	22.59885876	21.06999164	28.35853731	0.0	43.44895522	29.71113922	32.55772425	34.80632044	39.23679564	0.0	0.0	31.03445211	29.16657955	21.10528476	32.39785714	29.00347432	26.39988	25.79201357	34.48272414	17.41756757	23.56287931	31.76787293	14.3244973	16.18244813	100.0	99.552	100.0	100.0	100.0	100.0	100.0	99.71	100.0	100.0	99.672	99.526	99.587	99.682	100.0	100.0	100.0	95.34883721	99.51	100.0	99.699	100.0	91.48961047	0.0	36.71480676	0.0	90.952	39.77695539	0.0	0.0	40.0003619	0.0	79.71036853	90.949	22.61288442	25.14312857	21.672	10.67344828	74.096	38.3233982	0.0	44.14109375	33.48851163	40.374	12.83585075	19.22097403	22.9887069	7.786772541	11.07311414	11.36755519	28.24403053	Hebdomadis
148333	72.64116981	33.06036885	36.23941962	35.80629677	26.67767114	29.39311821	27.61166418	35.75567442	22.42015302	22.56789105	27.51698658	72.54269831	84.397	30.98623239	32.38087619	32.0757283	25.54621008	39.233	32.37731872	70.42220657	26.55362712	24.54381095	22.59885876	21.23730936	28.35853731	0.0	43.44895522	29.71113922	32.55772425	34.80632044	39.23679564	0.0	0.0	31.03445211	29.16657955	21.10528476	32.39785714	29.00347432	26.39988	25.79201357	34.48272414	17.41756757	23.56287931	31.76787293	14.3244973	16.18244813	100.0	99.552	100.0	100.0	100.0	100.0	100.0	99.71	100.0	100.0	99.672	99.526	99.587	99.682	100.0	100.0	100.0	95.34883721	99.51	100.0	99.699	100.0	91.48961047	0.0	36.71480676	0.0	90.952	40.89211152	0.0	0.0	40.0003619	0.0	79.71036853	90.949	22.44572864	25.14312857	21.672	10.67344828	74.096	38.3233982	0.0	44.14109375	33.48851163	40.374	12.83585075	18.70124156	22.9887069	7.786772541	11.07311414	11.36755519	28.24403053	Hebdomadis
mm0270ck	100.0	33.3334235	36.7843733	37.41945806	22.65091946	30.67130671	29.10474627	35.75567442	20.99641281	24.51386381	31.20841611	97.96578305	98.227	31.68982394	33.65044762	32.83027925	28.90771429	39.233	34.23289713	0.0	25.98856497	17.24725705	23.16366102	18.22759866	29.10447761	0.0	43.28352239	29.37193548	32.22613953	35.35927072	39.23679564	20.748	0.0	30.26812261	32.19742803	20.60321608	33.9290051	28.39864048	27.19984	17.87315385	35.63185057	15.31539039	23.5632069	32.32082873	13.24328649	29.04584232	97.507	94.61880269	91.45320513	97.933	97.77	93.182	93.525	88.406	92.85725275	38.88924074	0.0	0.0	88.43	90.127	95.035	95.595	62.28696246	86.3784186	86.765	92.222	93.072	85.654	39.27943208	0.0	44.928	0.0	82.857	39.40507063	98.83	99.448	100.0	100.0	95.23809524	100.0	22.27809045	25.14312857	23.52920433	10.01621675	73.494	38.62229042	0.0	43.74971875	34.41816744	13.07457615	13.13426866	9.090818182	22.12655172	0.0	11.75459114	12.19130148	26.20870229	Sejroe
evk8	100.0	33.60637158	36.7843733	37.41945806	22.65091946	30.67130671	29.10474627	35.75567442	20.99641281	24.51386381	31.20841611	97.62693559	98.227	31.68982394	33.65044762	32.83027925	28.73985882	39.233	34.23289713	0.0	21.46911864	17.24725705	19.77433898	18.22759866	29.10447761	0.0	43.28352239	29.37193548	32.22613953	35.91116575	39.23679564	20.748	0.0	30.26812261	29.16695455	20.60321608	33.9290051	28.39864048	27.60028	17.87315385	36.01547893	17.11725526	19.54003448	32.04383978	13.24328649	28.63113693	97.23	94.61880269	91.45320513	97.933	97.77	93.531	93.525	87.826	92.30736264	38.88924074	0.0	0.0	88.43	90.127	94.681	95.595	62.45740444	86.04660465	86.765	91.944	92.771	86.076	39.27943208	0.0	44.928	0.0	82.698	34.57230483	99.708	100.0	100.0	100.0	95.23809524	100.0	22.61306533	25.14312857	23.52920433	10.18055172	73.494	38.62229042	0.0	43.74971875	34.41816744	13.07457615	13.13426866	9.090818182	22.12655172	0.0	11.75459114	12.02616145	28.24403053	Sejroe
202303416	75.47171698	31.69450273	34.05967302	36.45207097	22.98643792	30.03225559	26.11974627	35.75567442	22.41978648	22.56789105	29.19503356	77.2884339	79.078	28.87288732	33.01572698	33.20712453	28.23526387	39.528	30.35410118	0.0	25.98856497	17.24725705	22.59882486	18.22759866	27.6123806	0.0	42.289	28.69263158	32.55799336	35.08279558	38.96453951	0.0	0.0	31.03452107	29.16657955	20.93832161	33.41828571	29.30483384	25.600176	19.68307692	36.01547893	17.41774174	21.83875287	32.04383978	14.3244973	16.18259751	97.23	98.206	91.87988889	98.708	98.285	96.329	94.245	89.565	95.055	35.18502315	0.0	69.19478673	87.603	95.223	95.745	96.476	91.46778157	91.02953488	91.176	96.667	98.193	96.624	95.417	93.861	93.72	92.20811688	90.317	50.186171	0.0	0.0	44.76227143	0.0	82.81565217	85.872	22.11071524	25.14312857	23.22025077	9.852118227	73.193	37.72461078	0.0	44.5315	34.8839907	13.07457615	13.43268657	18.96128571	22.70144253	0.0	11.24365417	0.0	27.98982952	Mini
oregon	75.47171698	31.69450273	34.05967302	36.45207097	22.98643792	30.35131629	26.11974627	35.4655814	22.06394306	22.56789105	29.53006711	76.94875254	79.433	28.87288732	33.01572698	33.20712453	28.23526387	39.528	30.35410118	0.0	25.98856497	17.24725705	22.59861017	18.22759866	27.6123806	0.0	43.2832272	28.69263158	32.22588704	35.08279558	38.96453951	0.0	0.0	31.03452107	29.16657955	20.93832161	33.41828571	29.30483384	25.600176	19.68307692	36.01547893	17.41774174	21.83875287	32.04383978	14.3244973	16.18259751	96.953	98.206	92.30755128	98.45	98.456	96.503	94.245	88.69516522	95.055	35.18502315	0.0	0.0	88.843	95.223	95.39	96.476	91.46778157	91.36230233	91.176	95.833	98.193	96.624	94.599	94.059	93.72	92.20811688	90.0	40.89225279	0.0	0.0	44.76227143	0.0	82.81565217	85.872	22.11071524	25.14312857	23.22025077	10.0163202	73.193	38.02350299	0.0	44.5315	34.8839907	13.07457615	13.43268657	18.96128571	22.70144253	0.0	11.24365417	10.70827018	27.98982952	Mini
l0448	72.64116981	33.06036885	36.23941962	35.80629677	26.67767114	29.39311821	27.61166418	35.75567442	22.42015302	22.56789105	27.51698658	72.88122034	84.397	30.98623239	32.38087619	32.0757283	25.54621008	39.233	32.37731872	67.6056338	26.55362712	24.54381095	22.59885876	21.23730936	28.35853731	0.0	43.44895522	29.71113922	32.55772425	34.80632044	39.23679564	0.0	0.0	31.03445211	29.16657955	21.10528476	32.39785714	29.00347432	26.39988	19.23108597	34.48272414	17.41756757	23.56287931	31.76787293	14.3244973	28.21563485	100.0	99.552	100.0	100.0	100.0	96.678	95.204	90.145	95.604	38.42598148	0.0	0.0	95.041	98.408	99.645	100.0	100.0	95.34883721	99.51	99.722	99.699	99.578	39.44369885	0.0	45.411	0.0	90.952	82.52823792	92.39748538	91.436	98.095	93.852	85.3	93.598	22.44572864	25.14312857	21.672	10.67344828	74.096	38.3233982	0.0	44.14109375	33.48851163	12.64374282	12.83585075	8.311662338	22.9887069	7.786772541	11.07311414	11.36755519	28.24403053	Sejroe
70_izsler	100.0	33.60637158	36.7843733	37.41945806	22.65091946	30.67130671	29.10474627	35.75567442	20.99641281	24.51386381	31.20841611	97.62693559	98.227	31.68982394	33.65044762	32.83027925	28.73985882	39.233	34.23289713	0.0	21.46911864	17.24725705	19.77433898	18.22759866	29.10447761	0.0	43.28352239	29.37193548	32.22613953	35.91116575	39.23679564	20.748	0.0	30.26812261	29.16695455	20.60321608	33.9290051	28.39864048	27.60028	17.87315385	36.01547893	17.11725526	19.54003448	32.04383978	13.24328649	28.63113693	97.23	94.61880269	91.45320513	97.933	97.77	93.531	93.525	87.826	92.30736264	38.88924074	0.0	0.0	88.43	90.127	94.681	95.595	62.45740444	86.04660465	86.765	91.944	92.771	86.076	39.27943208	0.0	44.928	0.0	82.698	13.38293309	99.708	100.0	100.0	100.0	95.23809524	100.0	22.61306533	25.14312857	23.52920433	10.18055172	73.494	38.62229042	0.0	43.74971875	34.41816744	13.07457615	13.13426866	9.090818182	22.12655172	0.0	11.75459114	12.02616145	28.24403053	Sejroe
niid22	72.64116981	33.06036885	36.23941962	35.80629677	26.67767114	29.39311821	27.61166418	35.75567442	22.42015302	22.56789105	27.51698658	72.54269831	84.397	30.98623239	32.38087619	32.0757283	23.36137311	39.233	32.37731872	70.42220657	26.55362712	24.54381095	22.59885876	21.23730936	28.35853731	0.0	43.44895522	29.71113922	32.55772425	34.80632044	39.23679564	0.0	0.0	31.03445211	29.16657955	21.10528476	32.39785714	29.00347432	26.39988	25.79201357	34.48272414	17.41756757	23.56287931	31.76787293	14.3244973	16.18244813	100.0	99.552	100.0	100.0	100.0	100.0	100.0	99.71	100.0	100.0	99.672	99.526	99.587	99.682	100.0	100.0	100.0	95.34883721	99.51	100.0	99.699	100.0	91.48961047	0.0	36.71480676	0.0	90.952	43.12260223	0.0	0.0	40.0003619	0.0	79.71036853	90.949	22.44572864	25.14312857	21.672	10.67344828	74.096	38.3233982	0.0	44.14109375	33.48851163	40.374	12.83585075	19.22097403	22.9887069	7.786772541	11.07311414	11.36755519	28.24403053	Hebdomadis
lely_607	100.0	33.60637158	36.7843733	37.41945806	22.65091946	30.67130671	29.10474627	35.75567442	20.99641281	24.51386381	31.20841611	97.62693559	98.227	31.68982394	33.65044762	32.83027925	28.73985882	39.233	34.23289713	0.0	21.46911864	17.24725705	19.77433898	18.22759866	29.10447761	0.0	43.28352239	29.37193548	32.22613953	35.91116575	39.23679564	20.748	0.0	30.26812261	29.16695455	20.60321608	33.9290051	28.39864048	27.60028	17.87315385	36.01547893	17.11725526	19.54003448	32.04383978	13.24328649	28.63113693	97.23	94.61880269	91.45320513	97.933	97.77	93.531	93.525	87.826	92.30736264	38.88924074	0.0	0.0	88.43	90.127	94.681	95.595	62.45740444	86.04660465	86.765	91.944	92.771	86.076	39.27943208	0.0	44.928	0.0	82.698	37.54623792	99.708	100.0	100.0	100.0	95.23809524	100.0	22.61306533	25.14312857	23.52920433	10.18055172	73.494	38.62229042	0.0	43.74971875	34.41816744	13.07457615	13.13426866	9.090818182	22.12655172	0.0	11.75459114	12.02616145	28.24403053	Sejroe
rl0016	100.0	33.3334235	36.7843733	37.41945806	22.65091946	30.67130671	29.10474627	35.75567442	20.99641281	24.51386381	31.20841611	97.96578305	98.227	31.68982394	33.65044762	32.83027925	28.90771429	39.233	20.91075885	0.0	25.98856497	17.24725705	23.16366102	18.22759866	29.10447761	0.0	43.28352239	17.82677419	32.22613953	35.35927072	39.23679564	20.748	0.0	30.26812261	32.19742803	20.60321608	33.9290051	28.39864048	27.19984	17.87315385	35.63185057	15.31539039	23.5632069	32.32082873	13.24328649	29.04584232	97.507	94.61880269	91.45320513	97.933	97.77	93.182	93.525	88.406	92.85725275	38.88924074	0.0	0.0	88.43	90.127	95.035	95.595	34.98293515	86.3784186	86.765	92.222	93.072	85.654	39.27943208	0.0	44.928	0.0	82.857	39.40507063	98.83	99.448	100.0	100.0	95.23809524	100.0	22.27809045	25.14312857	23.52920433	10.01621675	73.494	38.62229042	0.0	43.74971875	34.41816744	13.07457615	13.13426866	9.090818182	22.12655172	0.0	11.75459114	12.19130148	26.20870229	Sejroe
ov5	72.64116981	33.60671585	36.51189646	35.80629677	26.67767114	30.35168051	26.86525373	35.75567442	22.42015302	22.56789105	28.52322148	72.54269831	84.397	30.98623239	32.38087619	33.20712453	23.36137311	38.938	31.534543	70.89221127	26.55362712	24.54381095	22.59885876	21.23730936	28.35853731	0.0	43.44895522	30.56053141	31.56167442	35.08279558	38.96453951	0.0	0.0	31.03445211	29.16657955	21.10528476	32.39785714	29.60725076	26.000208	19.23108597	34.86576628	17.41756757	23.56287931	32.04383978	0.0	16.18244813	100.0	100.0	97.86324786	98.708	98.628	97.203	98.801	96.812	91.75796703	37.50044444	0.0	0.0	92.562	94.904	96.809	92.952	99.31786348	94.68425581	80.882	97.222	99.398	98.734	39.11614894	0.0	46.86	0.0	90.476	30.4832119	93.56760234	90.608	95.714	93.852	87.37060248	93.598	22.11055276	25.14312857	21.672	10.67344828	74.096	38.32353293	0.0	43.74971875	33.48851163	12.64366092	12.83585075	18.70124156	22.98835057	7.786772541	11.24365417	11.36755519	28.75282443	Sejroe
ohj200314	72.64116981	33.06036885	36.23941962	35.80629677	26.67767114	29.39311821	27.61166418	35.75567442	22.42015302	22.56789105	27.51698658	72.54269831	84.043	30.98623239	32.38087619	32.0757283	23.36137311	39.233	32.37731872	70.89221127	26.55362712	24.54381095	22.59885876	21.23730936	28.35853731	0.0	43.44895522	29.71113922	32.55772425	34.80632044	39.23679564	0.0	0.0	31.03445211	29.16657955	21.10528476	32.39785714	29.00347432	26.39988	19.23108597	34.48272414	17.41756757	23.56287931	31.76787293	14.3244973	16.18244813	100.0	99.552	100.0	100.0	100.0	100.0	100.0	99.71	100.0	100.0	82.29467869	99.526	99.587	99.682	100.0	100.0	99.829	95.34883721	99.51	99.722	99.699	99.578	91.48961047	0.0	36.71480676	0.0	90.952	40.14883271	0.0	0.0	40.0003619	0.0	79.50263768	90.949	22.44572864	25.14312857	21.672	10.67344828	74.096	38.3233982	0.0	43.74971875	33.48851163	12.50013793	12.83585075	19.22097403	22.9887069	7.786772541	11.24365417	11.36755519	28.24403053	Hebdomadis
188072	72.64116981	33.06036885	36.23941962	35.80629677	26.67767114	29.39311821	27.61166418	35.75567442	22.42015302	22.56789105	27.51698658	72.54269831	84.043	30.98623239	32.38087619	32.0757283	23.36137311	39.233	32.37731872	70.89221127	26.55362712	24.54381095	22.59885876	21.23730936	28.35853731	0.0	43.44895522	29.71113922	32.55772425	34.80632044	39.23679564	0.0	0.0	31.03445211	29.16657955	21.10528476	32.39785714	29.00347432	26.39988	19.23108597	34.48272414	17.41756757	23.56287931	31.76787293	14.3244973	16.18244813	100.0	99.552	100.0	100.0	100.0	100.0	100.0	99.71	100.0	100.0	82.29467869	99.526	99.587	99.682	100.0	100.0	100.0	95.34883721	99.51	100.0	99.699	99.578	91.48961047	0.0	36.71480676	0.0	90.952	31.22665428	0.0	0.0	40.0003619	0.0	79.50263768	90.949	22.44572864	25.14312857	21.672	10.67344828	74.096	38.3233982	0.0	44.14109375	33.48851163	12.50013793	12.83585075	19.22097403	22.9887069	7.786772541	11.24365417	11.36755519	28.24403053	Hebdomadis
sponselee	100.0	33.60637158	36.7843733	37.41945806	22.65091946	30.67130671	29.10474627	35.75567442	20.99641281	24.51386381	31.20841611	97.62693559	98.227	31.68982394	33.65044762	32.83027925	28.73985882	39.233	34.23289713	0.0	21.46911864	17.24725705	19.77433898	18.22759866	29.10447761	0.0	43.28352239	29.37193548	32.22613953	35.91116575	39.23679564	20.748	0.0	30.26812261	29.16695455	20.60321608	33.9290051	28.39864048	27.60028	17.87315385	36.01547893	17.11725526	19.54003448	32.04383978	13.24328649	28.63113693	97.23	94.61880269	91.45320513	97.933	97.77	93.531	93.525	87.826	92.30736264	38.88924074	0.0	0.0	88.43	90.127	94.681	95.595	62.45740444	86.04660465	86.765	91.944	92.771	86.076	39.27943208	0.0	44.928	0.0	82.698	23.04816357	99.708	100.0	100.0	100.0	95.23809524	100.0	22.61306533	25.14312857	23.52920433	10.18055172	73.494	38.62229042	0.0	43.74971875	34.41816744	13.07457615	13.13426866	9.090818182	22.12655172	0.0	11.75459114	12.02616145	28.24403053	Sejroe
n116	72.64116981	33.60671585	36.51189646	35.80629677	26.67767114	30.35168051	26.86525373	35.75567442	22.42015302	22.56789105	28.52322148	72.54269831	84.397	30.98623239	32.38087619	33.20712453	25.54621008	38.938	31.534543	70.89221127	26.55362712	26.36826866	22.59885876	21.23730936	28.35853731	0.0	43.44895522	30.56053141	31.56167442	35.08279558	38.96453951	0.0	0.0	31.03445211	29.16657955	21.10528476	32.65308673	29.60725076	26.400104	19.23108597	34.86576628	17.41756757	23.56287931	32.04383978	0.0	29.04587552	100.0	100.0	97.86324786	98.708	98.628	97.203	98.801	96.812	91.75796703	37.50044444	0.0	0.0	92.562	94.904	96.809	93.392	99.31786348	94.68425581	80.882	97.222	99.398	98.734	39.11614894	0.0	46.86	0.0	90.476	30.4832119	93.56760234	90.608	95.714	93.852	87.37060248	93.598	22.27774037	25.14312857	23.8390774	10.67344828	74.096	38.32353293	0.0	43.74971875	33.48865116	12.64366092	12.83585075	18.70124156	22.98835057	11.27036885	12.77694037	11.36755519	28.75282443	Sejroe
201600663	100.0	33.06047541	36.51189646	36.77419355	22.81898993	31.30977636	29.10474627	35.4655814	21.70785053	23.73547471	29.19458725	98.64447458	98.936	31.68982394	33.65044762	33.20712453	28.90771429	38.938	20.91075885	0.0	26.55362712	17.24725705	23.72908475	22.0735786	29.10447761	0.0	43.11808955	17.82677419	31.894	35.35927072	38.96453951	20.748	20.11459195	31.80091954	31.81775758	20.60321608	33.9290051	28.7010574	27.60028	17.87315385	37.16505747	17.41774174	22.98850575	32.32082873	12.70261622	28.63113693	97.23	95.9642287	93.16287607	98.45	98.285	79.02103497	93.765	88.406	94.505	35.18502315	0.0	0.0	83.884	91.083	68.79460993	95.595	35.32415017	85.38202326	88.725	90.833	91.566	85.65405907	94.926	98.614	98.068	97.403	82.53977619	45.3532342	0.0	0.0	44.28617143	0.0	78.67449275	82.34	22.27809045	24.85693714	23.52920433	10.01621675	72.892	38.3233982	0.0	43.74971875	34.41816744	12.93107759	13.13426866	8.831181818	22.41351724	0.0	11.92500852	12.19130148	25.95381679	Mini
201600669	100.0	33.06047541	36.51189646	36.77419355	22.81898993	31.30977636	29.10474627	35.4655814	21.70785053	23.73547471	29.53032886	98.64447458	98.936	31.68982394	33.65044762	33.20712453	28.90771429	38.938	20.91075885	0.0	26.55362712	17.24725705	23.72908475	22.0735786	29.10447761	0.0	43.11808955	17.82677419	31.894	35.35927072	38.96453951	20.748	20.11459195	31.80091954	31.81775758	20.60321608	33.9290051	28.7010574	27.60028	17.87315385	37.16505747	17.41774174	22.98850575	32.32082873	12.70261622	28.63113693	97.23	95.9642287	93.16287607	98.45	98.285	93.531	93.765	88.406	94.505	35.18502315	0.0	0.0	83.884	91.083	95.035	95.595	35.49501706	85.71383721	88.725	90.833	91.566	85.65405907	94.926	98.614	98.068	97.403	82.53977619	45.3532342	0.0	0.0	44.28617143	0.0	78.67449275	82.34	22.27809045	24.85693714	23.52920433	10.01621675	72.892	38.3233982	0.0	40.62519922	34.41816744	12.93107759	13.13426866	8.831181818	22.41351724	0.0	11.92500852	12.19130148	25.95381679	Mini
201600680	100.0	33.06047541	36.51189646	36.77419355	22.81898993	31.30977636	29.10474627	35.4655814	21.70785053	23.73547471	29.53032886	98.64447458	98.936	31.68982394	33.65044762	33.20712453	28.90771429	38.938	34.23289713	0.0	26.55362712	17.24725705	23.72908475	22.0735786	29.10447761	0.0	43.11808955	29.37193548	31.894	35.35927072	38.96453951	20.748	20.11459195	31.80091954	31.81775758	20.60321608	33.9290051	28.7010574	27.60028	17.87315385	37.16505747	17.41774174	22.98850575	32.32082873	12.70261622	28.63113693	91.96673684	95.9642287	93.16287607	98.45	98.285	93.531	93.765	88.406	94.505	35.18502315	0.0	0.0	83.884	91.083	95.035	95.595	62.28696246	85.71383721	88.725	90.833	91.566	85.65405907	94.926	98.614	98.068	97.403	82.53977619	45.3532342	0.0	0.0	44.28617143	0.0	78.67449275	82.34	22.27809045	24.85693714	23.52920433	10.01621675	72.892	38.3233982	0.0	43.74971875	34.41816744	12.93107759	13.13426866	8.831181818	22.41351724	0.0	11.92500852	12.19130148	25.95381679	Mini
a_bt_ho912	100.0	33.60637158	36.7843733	45.80659032	22.65091946	30.67130671	29.10474627	35.75567442	20.99641281	24.51386381	31.20841611	97.62693559	98.227	31.68982394	33.65044762	32.83027925	28.73985882	39.233	34.23289713	0.0	21.46911864	17.24725705	19.77433898	18.22759866	29.10447761	0.0	43.28352239	29.37193548	32.22613953	35.91116575	39.23679564	20.748	0.0	30.26812261	29.16695455	20.60321608	33.9290051	28.39864048	27.60028	17.87315385	36.01547893	17.11725526	19.54003448	32.04383978	13.24328649	28.63113693	97.23	94.61880269	91.45320513	97.933	97.77	93.531	93.525	87.826	92.30736264	38.88924074	0.0	0.0	88.43	90.127	94.681	95.595	62.45740444	86.04660465	86.765	91.944	92.771	86.076	39.27943208	0.0	44.928	0.0	82.698	49.07089963	99.708	100.0	100.0	100.0	95.23809524	100.0	22.61306533	25.14312857	23.52920433	10.18055172	73.494	38.62229042	0.0	43.74971875	34.41816744	13.07457615	13.13426866	9.090818182	22.12655172	0.0	11.75459114	12.02616145	28.24403053	Sejroe
2014_vf66	75.47171698	31.42101639	34.05967302	35.80633871	22.98643792	29.71240895	26.86561194	35.4655814	22.41978648	22.56789105	29.53006711	76.9492678	79.078	28.87288732	33.01572698	33.58513585	28.23526387	39.233	30.52238449	0.0	25.98856497	17.24725705	22.59861017	18.22759866	26.86561194	0.0	43.11808955	28.35294907	32.22588704	34.53090055	38.96453951	0.0	0.0	31.03452107	29.16657955	20.93832161	33.41828571	29.30483384	25.600176	19.68307692	36.01547893	17.41774174	21.83875287	31.76787293	0.0	16.59764315	97.23	97.758	92.30755128	98.191	98.456	96.853	94.245	89.855	95.055	38.88924074	0.0	70.14206161	90.083	95.223	95.745	96.476	90.27313993	91.02953488	91.176	96.389	98.193	96.624	39.77124877	0.0	45.411	0.0	90.159	40.52030855	93.56760234	90.608	97.143	93.033	85.92137888	90.949	22.11071524	25.14312857	23.22025077	10.0163202	73.193	37.72461078	0.0	44.5315	34.8839907	13.07457615	13.43268657	18.1821039	22.70144253	0.0	11.24365417	10.70827018	29.00775573	Sejroe
201900350	100.0	32.51361475	36.7843733	37.41945806	22.65091946	31.94940895	29.10474627	35.4655814	21.35225623	23.73547471	29.53032886	98.30463051	98.936	31.68982394	33.65044762	33.20712453	28.73936134	39.233	20.91075885	0.0	26.55362712	17.24725705	23.72908475	22.0735786	29.10447761	0.0	43.28352239	17.82677419	31.894	35.35927072	39.23679564	20.748	20.11459195	31.80091954	31.81775758	20.77037186	33.9290051	28.39864048	27.60028	17.87315385	37.16505747	17.41774174	22.98850575	32.32082873	13.24328649	29.04584232	97.23	95.9642287	92.73521368	98.45	98.113	93.706	93.525	83.76811594	0.0	38.42598148	0.0	73.45933649	88.843	91.083	95.035	95.595	36.17748294	85.71383721	88.725	90.833	91.867	85.65405907	39.11614894	0.0	44.928	0.0	82.53977619	36.0595539	97.953	50.55252762	99.524	100.0	93.99619048	98.675	22.11075377	24.85693714	20.43341176	10.01621675	72.892	38.3233982	0.0	43.74971875	34.41816744	12.93107759	13.13426866	9.350688312	22.41351724	0.0	11.92500852	12.19130148	25.95381679	Sejroe
201600664	100.0	33.06047541	36.51189646	36.77419355	22.81898993	31.30977636	29.10474627	35.4655814	21.70785053	23.73547471	29.53032886	98.64447458	98.936	31.68982394	33.65044762	33.20712453	28.90771429	38.938	34.23289713	0.0	26.55362712	17.24725705	23.72908475	22.0735786	29.10447761	0.0	43.11808955	29.37193548	31.894	35.35927072	38.96453951	20.748	20.11459195	31.80091954	31.81775758	20.60321608	33.9290051	28.7010574	27.60028	17.87315385	37.16505747	17.41774174	22.98850575	32.32082873	12.70261622	28.63113693	97.23	95.9642287	93.16287607	98.45	98.285	93.531	93.765	88.406	94.505	35.18502315	0.0	0.0	83.884	91.083	95.035	95.595	62.28696246	85.71383721	88.725	90.833	91.566	85.65405907	94.926	98.614	98.068	97.403	82.53977619	45.3532342	0.0	0.0	44.28617143	0.0	78.67449275	82.34	22.27809045	24.85693714	23.52920433	10.01621675	72.892	38.3233982	0.0	43.74971875	34.41816744	12.93107759	13.13426866	8.831181818	22.41351724	0.0	11.92500852	12.19130148	25.95381679	Mini
178112	72.64116981	33.06036885	36.23941962	35.80629677	18.45645638	29.39311821	27.61166418	35.75567442	22.42015302	22.56789105	27.51698658	72.54269831	84.397	30.98623239	32.38087619	32.0757283	19.32774454	39.233	32.37731872	70.42220657	26.55362712	24.54381095	22.59885876	17.89309699	28.35853731	0.0	43.44895522	29.71113922	32.55772425	34.80632044	39.23679564	0.0	0.0	31.03445211	29.16657955	15.57803685	32.39785714	29.00347432	26.39988	25.79201357	34.48272414	17.41756757	23.56287931	31.76787293	14.3244973	16.18244813	100.0	99.552	100.0	100.0	100.0	100.0	100.0	99.71	100.0	100.0	99.672	99.526	99.587	99.682	100.0	100.0	100.0	95.34883721	99.51	100.0	99.699	100.0	91.48961047	0.0	36.71480676	0.0	90.952	40.14883271	0.0	0.0	40.0003619	0.0	79.71036853	90.949	21.94299497	25.14312857	21.672	10.67344828	74.096	38.3233982	0.0	44.14109375	33.48851163	40.374	12.83585075	19.22097403	22.9887069	7.786772541	11.07311414	11.36755519	28.24403053	Hebdomadis
