Strain,WP_000093099.1,WP_000525968.1,WP_000776640.1,WP_001106774.1,WP_001255897.1,WP_002078515.1,WP_016689799.1,WP_223809837.1,target
L0374,39.393979797979796,23.119665738161558,21.375340148698886,48.920633093525176,60.0,0.0,0.0,66.1974647887324,0
L0864,37.373525252525255,44.56869080779944,89.963,81.05551558752997,64.99963333333334,0.0,0.0,16.66663615023474,0
L231,48.484686868686865,45.96100278551532,89.963,91.60652278177459,66.66713333333333,0.0,0.0,14.553915492957746,0
L495,39.393979797979796,45.12500278551533,100.0,58.2731654676259,61.66666666666667,60.0,0.0,69.95318309859155,0
L60,35.35381818181818,44.56869080779944,38.475747211895914,39.089040767386095,66.66636666666666,0.0,0.0,27.699342723004698,0
LEPTOCUBA04,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
LEPTOCUBA07,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,70.42220657276995,0
LEPTOCUBA14,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
LEPTOCUBA17,37.37363636363636,44.56869080779944,35.50203717472119,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
LJ178,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,70.42220657276995,0
LO-24,37.373414141414145,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,18.779356807511736,0
LO-3,39.393979797979796,45.68252646239555,29.368345724907066,72.66182254196643,73.33326666666666,0.0,0.0,70.42220657276995,0
LO-4,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,0.0,0.0,70.42220657276995,0
LT2156,39.393979797979796,23.119665738161558,91.078,40.048107913669064,43.333200000000005,52.0,0.0,66.1974647887324,0
L_60,35.35381818181818,44.56869080779944,25.216810408921933,38.92917505995204,66.66636666666666,0.0,0.0,28.012488262910797,0
Lai,98.99,99.721,100.0,99.76,100.0,100.0,100.0,99.531,1
Langkawi,98.99,99.443,100.0,99.76,100.0,60.0,100.0,99.531,1
M001_Tn_Mutant_Parent,39.393979797979796,45.12500278551533,100.0,58.2731654676259,60.0,0.0,0.0,69.95318309859155,0
M20,68.18170707070706,72.00584540389971,38.568934944237924,69.90391966426859,63.333099999999995,0.0,100.0,49.5305234741784,1
M933_lip32_mutant,39.393979797979796,45.12500278551533,100.0,58.2731654676259,60.0,0.0,0.0,69.95318309859155,0
MAVJ401,34.343272727272726,45.68254038997215,38.84796468401487,70.50352038369304,64.99963333333334,0.0,0.0,14.553915492957746,0
MH4001,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,70.42220657276995,0
MH4027,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
MK146,37.373414141414145,44.56869080779944,89.963,81.05551558752997,64.99963333333334,0.0,0.0,18.779356807511736,0
MM0006CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0010CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0011CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0011CU,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0013CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0013CU,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0026CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0026CU,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0028CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0031CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0031CU,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0037CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0043CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0050CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0098CU,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0119CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0134CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0138CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0148CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0159CK,37.37363636363636,44.56869080779944,36.616778810408924,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0161CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0189CU,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0195CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0196CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0200CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0211CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0213CK,37.37363636363636,44.56869080779944,36.0596282527881,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0220CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0242CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0244CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0256CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0257CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0258CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0259CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0260CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0261CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0262CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0263CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0264CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0265CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0268CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0269CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0272CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0273CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0275CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0277CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0280CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0310CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0313CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0317CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0320CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0324CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0325CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0327CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0328CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0330CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0332CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0336CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0340CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0342CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0344CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0350CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0351CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0354CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0361CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0366CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0370CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MM0372CK,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
MMD3,55.89223569023569,63.60254131847725,38.786017348203224,80.57557793764988,61.66656666666667,0.0,100.0,68.07495774647887,0
MU_Rr_LW001,37.373525252525255,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,16.66663615023474,0
Muis5,37.373525252525255,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,16.66663615023474,0
NIID11,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
NIID13,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
NIID16,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
NIID17,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
NIID21,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
NIID7,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
Naam,98.99,45.40425626740947,100.0,99.76,100.0,60.0,0.0,99.061,1
Noumea25,37.37363636363636,30.91900278551532,21.003578066914496,40.04783932853717,43.333400000000005,0.0,0.0,14.553915492957746,0
OM130,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
OS80,37.37363636363636,44.56869080779944,89.963,81.05551558752997,64.99963333333334,0.0,0.0,14.553915492957746,0
P2431,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,89.90634507042253,1
P2655,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,70.42220657276995,0
PIKA,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
Piyasena,37.373525252525255,44.56869080779944,89.963,81.05551558752997,64.99963333333334,0.0,0.0,16.66663615023474,0
R066,98.99,99.443,38.662122676579926,99.76,0.0,0.0,100.0,99.531,1
R103,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
R168,39.393979797979796,45.40425626740947,38.662122676579926,58.2731654676259,0.0,0.0,0.0,70.89221126760563,0
R287,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,89.90634507042253,1
RGA,68.18176262626262,54.45687604456825,38.662122676579926,99.76,60.0,60.0,70.96793548387097,54.34285093896713,1
RM1,36.36363636363637,98.886,89.963,69.54436450839329,73.33326666666666,0.0,90.32283870967743,70.89221126760563,1
Rr5,34.343353535353536,45.68254038997215,38.661570631970264,70.98336690647481,64.99963333333334,0.0,0.0,14.553915492957746,0
S1006,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,89.90634507042253,1
S606,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,89.90634507042253,1
S72,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,89.90634507042253,1
SK1,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,89.90634507042253,1
Salinem,39.393979797979796,45.40425626740947,38.662122676579926,58.2731654676259,78.33315,60.0,0.0,67.6056338028169,0
Sh9,37.373525252525255,44.010785515320336,89.963,40.04783932853717,64.99963333333334,0.0,0.0,16.66663615023474,0
Sri_Lanka_30,39.393979797979796,45.40425626740947,38.662122676579926,58.2731654676259,100.0,60.0,0.0,70.89221126760563,0
Sri_Lanka_39,39.393979797979796,45.40425626740947,38.662122676579926,58.2731654676259,100.0,60.0,0.0,70.89221126760563,0
Sri_Lanka_46,39.393979797979796,45.40425626740947,38.662122676579926,58.2731654676259,100.0,60.0,0.0,70.89221126760563,0
TE_0159,37.37363636363636,44.010785515320336,70.26026765799256,40.04783932853717,64.99963333333334,0.0,0.0,14.553915492957746,0
U160,34.343272727272726,45.68254038997215,85.13,70.98336690647481,63.333099999999995,0.0,0.0,15.492920187793429,0
UI_09931,37.37363636363636,44.56869080779944,89.963,81.05551558752997,64.99963333333334,0.0,0.0,14.553915492957746,0
UP-OM,39.393979797979796,45.12500278551533,100.0,58.2731654676259,60.0,0.0,0.0,69.95318309859155,0
UP_MMC_NIID_HP,39.393979797979796,45.12500278551533,100.0,58.2731654676259,61.66666666666667,60.0,0.0,69.95318309859155,0
UP_MMC_NIID_LP,39.393979797979796,45.12500278551533,100.0,58.2731654676259,61.66666666666667,60.0,0.0,69.95318309859155,0
Verdun_LP,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
W26,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,89.90634507042253,1
Wijnberg,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,89.90634507042253,1
X240,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,89.90634507042253,1
ZUN179,34.343353535353536,45.68231197771588,38.84796468401487,51.31899760191847,64.99963333333334,0.0,0.0,14.553915492957746,0
cuba_09,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,70.42220657276995,0
cuba_10,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,70.42220657276995,0
cuba_11,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,70.42220657276995,0
cuba_15,37.37363636363636,44.56869080779944,38.475747211895914,40.04783932853717,63.333099999999995,0.0,0.0,14.553915492957746,0
cuba_16,39.393979797979796,45.68252646239555,38.662122676579926,72.66182254196643,73.33326666666666,58.0002,0.0,70.42220657276995,0
leptoCuba22,98.99,99.443,38.662122676579926,99.76,60.0,60.0,100.0,99.531,1
wtmanilae,39.393979797979796,45.12500278551533,100.0,58.2731654676259,61.66666666666667,60.0,0.0,69.95318309859155,0
