Strain,WP_004421460.1,WP_004448468.1,WP_004450670.1,WP_004450672.1,WP_004450681.1,WP_004450690.1,WP_004450693.1,WP_004450706.1,WP_004450713.1,WP_036063866.1,WP_036063888.1,WP_157226958.1,WP_232724681.1,WP_232724703.1,WP_243817842.1,WP_243817847.1,WP_243817854.1,WP_243817855.1,WP_243817856.1,WP_243817857.1,WP_279575096.1,target
FMAS_AP1,97.6,90.116,72.50739577039276,93.22,95.701,83.0,92.571,90.332,79.355,92.337,92.62958123953098,0.0,0.0,90.76922115384615,0.0,0.0,19.35483870967742,95.663,96.335,0.0,62.18478431372549,1
FMAS_AP7,97.6,90.116,72.50739577039276,93.22,95.701,83.0,92.571,90.332,79.355,92.337,92.62958123953098,0.0,0.0,90.76922115384615,0.0,18.181818181818183,19.35483870967742,95.663,96.335,0.0,62.18478431372549,1
FMAS_AW1,97.6,90.31,72.50739577039276,0.0,95.701,83.0,90.57148285714285,90.03,79.355,92.337,92.29514237855946,0.0,0.0,13.653692307692308,0.0,0.0,19.35483870967742,95.918,96.073,0.0,11.204470588235296,1
FMAS_AW2,97.6,90.31,72.50739577039276,0.0,95.701,83.0,90.57148285714285,90.03,79.355,92.337,92.29514237855946,0.0,0.0,13.653692307692308,0.0,0.0,19.35483870967742,95.918,96.073,0.0,11.204470588235296,1
FMAS_KW1,97.6,60.271325581395345,72.50739577039276,0.0,95.701,83.0,90.57148285714285,90.332,79.355,92.337,92.29514237855946,0.0,0.0,13.653692307692308,0.0,0.0,0.0,95.663,96.335,0.0,11.764638655462186,0
FMAS_PN3,97.6,90.116,72.50739577039276,93.22,95.701,83.0,92.571,90.332,79.355,92.337,92.62958123953098,0.0,0.0,90.76922115384615,0.0,18.181818181818183,19.35483870967742,95.663,96.335,0.0,62.18478431372549,1
FMAS_PN5,97.6,88.566,54.38093655589124,0.0,95.701,83.0,89.14314285714286,90.03,0.0,92.337,92.96501842546063,54.71675471698113,12.173869565217391,0.0,48.936255319148934,42.424454545454545,67.74181935483871,95.918,98.429,0.0,15.405862745098041,0
FMAS_RT2,97.6,90.116,72.50739577039276,93.22,95.475,83.0,92.571,90.332,79.355,92.337,92.46186264656616,0.0,0.0,90.76922115384615,0.0,0.0,19.35483870967742,95.663,96.597,0.0,11.764638655462186,1
Fox_32256,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,70.9424554973822,0.0,16.52672268907563,0
GR5,97.2,65.69807558139534,76.737,0.0,95.701,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,0.0,0.0,13.653692307692308,0.0,0.0,14.838716129032258,95.663,96.073,0.0,16.52672268907563,0
HO0905CK,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,40.83762303664921,0.0,16.52672268907563,0
HROSC,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,74.60752879581152,0.0,16.52672268907563,0
Hook,28.0,38.95386918604651,52.56788519637462,0.0,28.054407239819007,43.833145,38.28612857142858,27.49236858006042,31.613083870967742,35.248808429118775,57.62137018425461,97.1695,33.91304347826087,14.423115384615384,63.83,88.63632575757576,0.0,68.36739795918368,35.340303664921464,49.152813559322034,40.33614425770308,0
IP1507003,97.2,65.69807558139534,76.737,0.0,95.701,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,0.0,0.0,13.653692307692308,0.0,0.0,14.838716129032258,95.663,64.13616230366492,0.0,16.52672268907563,0
IP1512014,97.2,65.69807558139534,76.737,0.0,95.701,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,0.0,0.0,13.653692307692308,0.0,0.0,14.838716129032258,95.663,60.73280104712042,0.0,16.52672268907563,0
IP1512015,97.2,65.69807558139534,76.737,0.0,95.701,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,0.0,0.0,13.653692307692308,0.0,0.0,14.838716129032258,95.663,60.73280104712042,0.0,16.52672268907563,0
IP1512016,97.2,65.69807558139534,76.737,0.0,95.701,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,0.0,0.0,13.653692307692308,0.0,0.0,14.838716129032258,95.663,60.73280104712042,0.0,16.52672268907563,0
IP1710039,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,67.27715183246073,0.0,16.52672268907563,0
IP1710040,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,67.27715183246073,0.0,16.52672268907563,0
IP1710043,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,67.27715183246073,0.0,16.52672268907563,0
IP1710044,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,65.70649214659686,0.0,16.52672268907563,0
IP1710045,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,67.53907853403142,0.0,16.52672268907563,0
IP1710047,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,67.53907853403142,0.0,16.52672268907563,0
LEP1226,97.6,90.504,75.529,0.0,96.38,83.667,92.00038857142856,91.23851963746223,80.0,88.889,95.98037688442211,54.71675471698113,19.999721739130436,0.0,57.447,48.4849393939394,67.09674516129031,96.684,13.612502617801047,0.0,47.61913725490196,0
LEPTOCUBA05,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,12.307653846153846,0.0,37.87909090909091,14.838716129032258,95.663,71.20415968586387,0.0,16.52672268907563,0
LO-9,98.8,44.57371705426357,87.915,0.0,95.701,96.333,95.71474571428571,96.073,91.613,98.084,81.40715242881073,0.0,37.391165217391304,0.0,0.0,0.0,34.83870967741935,97.449,17.27755497382199,74.57583050847457,16.806666666666665,0
LP101,97.6,90.31,54.38093655589124,0.0,95.475,82.667,89.14314285714286,90.03,0.0,91.571,92.96501842546063,0.0,0.0,0.0,0.0,0.0,68.06485806451613,95.663,96.073,0.0,11.764638655462186,1
LT1649,97.6,59.49586046511628,72.80930513595167,0.0,95.701,83.0,90.57148285714285,90.03,79.355,92.337,92.29514237855946,0.0,0.0,13.653692307692308,0.0,0.0,19.35483870967742,95.918,95.55,0.0,16.246512605042017,0
MH4000,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,15.445104712041886,0.0,16.52672268907563,0
MH4012,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,69.63358115183246,0.0,16.52672268907563,0
MH4029,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,21.46586387434555,0.0,16.52672268907563,0
MM0168CK,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,40.83762303664921,0.0,16.52672268907563,0
MM0266CK,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,40.83762303664921,0.0,16.52672268907563,0
MM0281CK,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,40.83762303664921,0.0,16.52672268907563,0
Mallika,97.6,90.116,72.50739577039276,0.0,95.475,83.0,90.57148285714285,90.03,79.355,91.954,92.29514237855946,0.0,0.0,13.653692307692308,0.0,0.0,19.35483870967742,95.918,95.812,0.0,10.92420168067227,1
Moskva,97.6,73.93409156976745,75.529,0.0,96.38,83.0000625,92.00038857142856,88.89718051359516,80.0,88.889,96.14781407035177,54.71675471698112,20.869773913043478,0.0,56.73778723404255,46.46477777777778,63.95165645161289,90.6251836734694,13.547060209424084,0.0,46.77874789915967,0
NIID12,97.2,90.116,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.571,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,42.424166666666665,38.38732258064516,95.918,64.921,0.0,20.16775350140056,1
NIID15,97.2,90.116,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.571,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,42.424166666666665,38.38732258064516,95.918,64.921,0.0,20.16775350140056,1
Nikolaevo,97.6,91.27955620155038,74.924,0.0,96.606,83.16631,91.71420857142857,90.33226586102718,80.0,88.506,96.3152512562814,46.22628301886792,20.000121739130435,0.0,53.191489361702125,37.87863636363637,67.74181935483871,96.429,67.01588481675392,33.898576271186435,10.92420168067227,1
PUO_1247,97.6,91.08518023255814,75.529,0.0,95.47554751131221,83.333,92.28557142857142,91.23851963746223,80.645,88.889,96.48268844221106,60.37750943396227,19.999721739130436,11.730965384615384,76.59574468085106,48.4849393939394,67.74181935483871,96.939,14.136015706806283,0.0,17.367047619047618,1
Pom_str68,97.2,65.69807558139534,76.737,0.0,95.36182126696832,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,72.77497382198952,0.0,16.52672268907563,0
RM52,97.6,90.504,75.529,0.0,96.38,83.500125,92.00038857142856,83.68557401812689,80.0,88.889,96.14781407035177,54.71675471698113,19.999721739130436,0.0,57.447,48.4849393939394,39.999832258064515,96.684,13.48161780104712,0.0,45.938358543417365,0
RedPanda1,97.6,90.504,75.529,0.0,96.38,83.33324999999999,92.00038857142856,91.23851963746223,80.0,88.889,96.14781407035177,0.0,0.0,0.0,0.0,0.0,31.290387096774193,96.684,13.350732984293193,0.0,44.25757983193277,0
SEMNICKI,97.6,66.47257364341085,75.529,0.0,96.38,83.333,92.28557142857142,91.23851963746223,80.645,88.889,95.98037688442211,62.26460377358491,13.913095652173913,0.0,76.59574468085106,48.484545454545454,67.74181935483871,96.684,52.0939554973822,0.0,47.898901960784315,0
SOFTIC,97.2,65.69807558139534,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,74.60752879581152,0.0,16.52672268907563,0
SU5,26.39988,37.98484302325581,72.80930513595167,93.22,29.185819004524888,47.33338333333333,92.857,22.356244712990936,79.355,34.865766283524906,57.118592964824124,0.0,38.26126956521739,90.57685192307693,0.0,19.6969696969697,0.0,80.102,95.812,50.84786440677966,15.40623529411765,0
U73,27.19984,41.27884689922481,52.56788519637462,0.0,28.054407239819007,43.999810000000004,38.28612857142858,27.49236858006042,31.613083870967742,35.631850574712644,57.453520938023445,84.90616981132075,33.91304347826087,14.423115384615384,70.21263829787235,83.33383333333335,0.0,68.36739795918368,26.701445026178014,49.152813559322034,38.37552941176471,0
UCR5RB1,97.6,90.50405620155038,75.529,0.0,96.38,83.33324999999999,92.00038857142856,91.23851963746223,80.0,88.889,96.14781407035177,0.0,0.0,0.0,0.0,0.0,67.09674516129031,96.684,13.350732984293193,0.0,44.25757983193277,0
UI29382,97.6,90.116,72.50739577039276,0.0,95.701,83.0,90.57148285714285,90.03,79.355,91.954,92.29514237855946,0.0,0.0,13.653692307692308,0.0,0.0,19.35483870967742,95.918,96.073,0.0,11.764638655462186,1
UI_12764,97.6,76.74438953488372,72.80930513595167,0.0,78.73270588235293,58.0,92.57175142857143,39.577205438066464,79.355,57.08824521072797,92.96501842546063,39.62301886792453,0.0,0.0,0.0,45.45416666666667,68.06485806451613,59.69369387755103,76.44012041884817,0.0,14.005647058823529,0
UT364,97.2,65.69807558139534,76.737,0.0,95.701,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,0.0,0.0,13.653692307692308,0.0,33.33327272727273,14.838716129032258,95.663,95.812,0.0,16.52672268907563,0
VARDARAC,97.2,65.5036996124031,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,74.60752879581152,0.0,16.52672268907563,0
Valbuzzi,97.59999999999998,89.341,76.737,0.0,95.02246003016592,83.0,92.28557142857142,75.8306606243706,79.355,91.954,92.62958123953098,33.9622641509434,0.0,0.0,0.0,36.363515151515145,42.58070967741935,95.408,82.80967015706806,0.0,13.165025210084034,0
Vehlefans_2,97.6,66.47257364341085,75.529,0.0,96.38,83.333,92.28557142857142,91.23851963746223,80.645,88.889,95.98037688442211,60.377,13.913095652173913,0.0,74.46787234042553,48.484545454545454,67.74181935483871,96.684,52.0939554973822,0.0,47.898901960784315,0
Vehlefans_3,97.6,66.47257364341085,75.529,0.0,96.38,83.333,92.28557142857142,91.23851963746223,80.645,88.889,95.98037688442211,58.49060377358491,13.913095652173913,0.0,76.5958510638298,42.42424242424242,67.74181935483871,96.684,52.0939554973822,0.0,28.011204481792717,0
Wumalasena,86.400392,49.612238372093024,74.622,0.0,96.38,83.333,92.28557142857142,90.63435045317222,80.645,60.15355172413792,96.6501256281407,66.03803773584904,20.000121739130435,0.0,61.702127659574465,54.54583333333333,68.38689354838709,59.18351785714286,51.83271989528796,33.898576271186435,47.898901960784315,0
ZUN142,26.799896,38.95386918604651,52.56788519637462,0.0,28.054407239819007,43.833145,38.28612857142858,27.49236858006042,31.613083870967742,35.248808429118775,57.453520938023445,94.34,33.91304347826087,11.922960576923074,68.0851595744681,85.60588636363636,99.355,68.36739795918368,87.69628534031413,49.152813559322034,66.52647899159663,1
bajan,26.200128,39.147370155038764,45.31761329305136,46.3274011299435,26.6970407239819,43.66648,80.57153714285714,22.658277945619336,0.0,35.631850574712644,57.286653266331655,91.5095,33.91304347826087,46.730834615384616,59.57476595744681,68.18181818181817,94.1931677419355,69.13247448979591,70.68060732984293,49.152813559322034,76.05052100840336,0
grippotyphosa1231,97.6,88.566,72.50739577039276,0.0,95.02264253393665,83.0,92.28557142857142,90.03,79.355,92.337,92.96501842546063,32.075490566037736,0.0,0.0,0.0,42.42454545454545,68.38689354838709,95.918,76.17800523560209,0.0,14.285686274509803,0
grippotyphosa1473,97.6,90.504,75.529,0.0,96.38,83.667,92.00038857142856,91.23851963746223,80.0,88.889,96.14781407035177,54.71675471698113,13.913095652173913,0.0,57.447,48.4849393939394,39.999832258064515,96.684,13.612502617801047,0.0,47.61913725490196,0
ip1509009,97.2,0.0,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,36.36339393939394,14.838716129032258,95.663,67.53907853403142,0.0,16.52672268907563,0
ip1512011,97.2,0.0,76.737,0.0,95.02264253393665,83.0,90.57148285714285,90.03,79.355,91.954,92.46186264656616,39.62301886792453,0.0,13.653692307692308,0.0,37.87909090909091,14.838716129032258,95.663,67.27715183246073,0.0,16.52672268907563,0
kirsch_ratnapura1236,97.6,90.116,74.622,0.0,96.38,83.333,92.28557142857142,90.63435045317222,80.645,88.123,96.6501256281407,66.03803773584904,20.000121739130435,0.0,59.574893617021274,54.54583333333333,68.38689354838709,96.684,51.83271989528796,33.898576271186435,47.898901960784315,0
kirsch_ratnapura1439,97.6,90.116,74.622,0.0,96.38,83.333,92.28557142857142,90.63435045317222,80.645,88.123,96.6501256281407,66.03803773584904,13.913095652173913,0.0,59.574893617021274,54.54583333333333,68.38689354838709,96.684,51.83271989528796,0.0,47.898901960784315,0
leptoCuba20,97.6,66.47257364341085,75.529,0.0,96.38,83.333,92.28557142857142,91.23851963746223,80.645,88.889,95.98037688442211,60.377,13.913095652173913,0.0,74.46787234042553,48.484545454545454,67.74181935483871,96.684,52.0939554973822,0.0,47.898901960784315,0
lyse,27.6,41.472470930232554,45.31761329305136,46.3274011299435,29.638,43.66648,80.57153714285714,22.35683383685801,0.0,35.248808429118775,57.789219430485765,81.13167924528302,33.91304347826087,46.730834615384616,63.829957446808514,84.84804545454546,94.839,69.13247448979591,45.28782722513089,49.152813559322034,43.417243697478995,0
muenchen1327,26.39988,40.89143410852713,72.80930513595167,93.22,29.185819004524888,47.33338333333333,92.857,22.356244712990936,79.355,34.865766283524906,57.118592964824124,32.075490566037736,34.7826695652174,90.57685192307693,0.0,42.42454545454545,19.35483870967742,80.102,76.17800523560209,50.84786440677966,15.40623529411765,0
pina1294,27.6,41.472470930232554,45.61893051359517,46.3274011299435,28.054407239819007,43.66648,80.57153714285714,22.35683383685801,0.0,35.248808429118775,57.789219430485765,81.13167924528302,33.91304347826087,46.730834615384616,82.97889361702127,84.84804545454546,94.839,69.13247448979591,70.41849214659686,49.152813559322034,41.17667226890756,0
valbuzzi1427,97.6,89.341,76.737,0.0,94.79619004524888,83.0,92.28557142857142,90.332,79.355,91.954,92.62958123953098,33.9622641509434,0.0,0.0,0.0,36.363515151515145,38.70967741935484,95.408,76.17800523560209,0.0,13.165025210084034,0
