Strain,WP_002721297.1,WP_002721301.1,WP_002725873.1,WP_002727913.1,WP_002727921.1,WP_002727923.1,WP_002727925.1,WP_002727927.1,WP_002733534.1,WP_002733546.1,WP_002733548.1,WP_002733553.1,WP_002733572.1,WP_002733582.1,WP_002733599.1,WP_002733600.1,WP_002733603.1,WP_002733611.1,WP_002733618.1,WP_002733619.1,WP_002733627.1,WP_002733636.1,WP_002733638.1,WP_002733646.1,WP_002733661.1,WP_002733711.1,WP_002733722.1,WP_002733757.1,WP_002738232.1,WP_002738295.1,WP_002740024.1,WP_002740041.1,WP_002740063.1,WP_002740235.1,WP_002740242.1,WP_002740249.1,WP_002740294.1,WP_002740298.1,WP_002740692.1,WP_002740695.1,WP_002740721.1,WP_002740722.1,WP_002740724.1,WP_002740726.1,WP_002740729.1,WP_002740804.1,WP_002740808.1,WP_002740826.1,WP_002740848.1,WP_002740861.1,WP_002740862.1,WP_002740875.1,WP_002740902.1,WP_002740917.1,WP_002740926.1,WP_002740938.1,WP_002740998.1,WP_002741071.1,WP_002742128.1,WP_002744551.1,WP_016749081.1,WP_016749097.1,WP_026054882.1,WP_032853071.1,WP_050547976.1,WP_078313319.1,WP_139363593.1,WP_228029599.1,WP_230456805.1,WP_230456811.1,target
201801173,93.165,96.011,72.64116981132076,33.20712452830188,95.918,87.41286713286713,85.802,84.043,97.568,79.17950788643533,23.298940206185566,91.489,89.94549456521739,33.33333333333333,37.00826771653543,35.686,0.0,41.47772727272727,88.119,80.79437086092715,92.884,95.012,29.696648484848488,95.676,81.544,81.15947826086956,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.16,86.275,17.741612903225807,39.34719587628866,84.477,85.95,89.087,82.68578798586572,77.08922911051214,95.455,80.814,64.26138926174497,92.297,91.912,37.95582481751825,37.55436681222707,95.628,92.80329545454546,95.368,32.72690909090909,0.0,94.444,95.475,88.604,0.0,94.717,85.45488831168832,65.48073665480428,27.97414147909968,29.39311821086262,0.0,85.479,93.871,72.88122033898306,0.0,35.687762081784385,78.33924909747293,0.0,87.629,0
201801184bis,93.165,96.011,72.64116981132076,33.20712452830188,95.918,87.41286713286713,85.802,84.043,97.568,79.17950788643533,23.298940206185566,91.489,89.94549456521739,33.33333333333333,37.00826771653543,35.686,0.0,41.47772727272727,88.119,80.79437086092715,92.884,95.012,29.696648484848488,95.676,81.544,81.15947826086956,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.16,86.275,17.741612903225807,39.34719587628866,84.477,85.95,89.087,82.68578798586572,77.08922911051214,95.455,80.814,64.26138926174497,92.297,91.912,37.95582481751825,37.55436681222707,95.628,92.80329545454546,95.368,32.72690909090909,0.0,94.444,95.475,88.604,0.0,94.717,85.45488831168832,65.48073665480428,27.97414147909968,29.39311821086262,0.0,85.479,93.871,72.88122033898306,0.0,44.23783271375465,78.33924909747293,0.0,87.629,0
201801185ter,93.165,96.011,72.64116981132076,33.20712452830188,95.918,87.41286713286713,85.802,84.043,97.568,79.17950788643533,23.298940206185566,91.489,89.94549456521739,33.33333333333333,37.00826771653543,35.686,0.0,41.47772727272727,88.119,80.79437086092715,92.884,95.012,29.696648484848488,95.676,81.544,81.15947826086956,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.16,86.275,17.741612903225807,39.34719587628866,84.477,85.95,89.087,82.68578798586572,77.08922911051214,95.455,80.814,64.26138926174497,92.297,91.912,37.95582481751825,37.55436681222707,95.628,92.80329545454546,95.368,32.72690909090909,0.0,94.444,95.475,88.604,0.0,94.717,85.45488831168832,58.71915302491103,27.97414147909968,29.39311821086262,0.0,85.479,93.871,72.88122033898306,0.0,37.17468401486989,78.33924909747293,0.0,87.629,0
201802615,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
201900329,99.747,100.0,100.0,100.0,100.0,100.0,100.0,99.645,100.0,100.0,100.0,58.51063829787234,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.625,100.0,100.0,100.0,100.0,73.91304347826086,100.0,100.0,100.0,100.0,96.27507163323781,100.0,100.0,99.731,100.0,100.0,100.0,99.777,99.647,29.919137466307276,99.697,100.0,100.0,68.39309428950862,83.45588235294117,99.27007299270073,100.0,100.0,100.0,100.0,77.27256818181819,100.0,100.0,100.0,34.18803418803419,0.0,100.0,100.0,100.0,100.0,100.0,100.0,99.726,99.677,100.0,100.0,52.0447249070632,99.63898916967509,99.597,99.742,1
201900341,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.717,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
201902968,93.165,96.011,72.64116981132076,33.20712452830188,95.918,87.41286713286713,85.802,84.043,97.568,79.17950788643533,23.298940206185566,91.489,89.94549456521739,33.33333333333333,37.00826771653543,35.686,0.0,41.47772727272727,88.119,80.79437086092715,92.884,95.012,29.696648484848488,95.676,81.544,81.15947826086956,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.16,86.275,17.741612903225807,39.34719587628866,84.477,85.95,89.087,82.68578798586572,77.08922911051214,95.455,80.814,64.26138926174497,92.297,91.912,37.95582481751825,37.55436681222707,95.628,92.80329545454546,95.368,32.72690909090909,0.0,94.444,95.475,88.604,0.0,94.717,85.45488831168832,65.48073665480428,27.97414147909968,29.39311821086262,0.0,85.479,93.871,72.88122033898306,0.0,35.68761338289963,78.33924909747293,0.0,87.629,0
202000074,93.165,96.011,72.64116981132076,32.83027924528302,95.918,86.71321678321678,86.111,84.397,97.872,79.17950788643533,23.298940206185566,91.755,90.48952173913042,33.33333333333333,37.00826771653543,35.686,0.0,41.47772727272727,88.449,80.79437086092715,92.884,95.012,29.696648484848488,95.676,81.544,81.884,0.0,86.226,38.80632835820896,87.93736964980545,89.9709799426934,55.16,85.948,17.741612903225807,39.347525773195876,84.477,85.95,89.087,82.68578798586572,77.08922911051214,95.455,80.814,64.26138926174497,92.297,92.096,37.95582481751825,37.55436681222707,95.628,92.42464772727273,95.64,32.72690909090909,0.0,94.444,95.475,88.604,0.0,94.717,85.45488831168832,58.71915302491103,27.97414147909968,29.073367412140577,0.0,85.205,93.871,72.54269830508474,0.0,37.17468401486989,78.33924909747293,0.0,87.629,0
202001249,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.226,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.728,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
202001619,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
202001913,92.152,94.947,72.64116981132076,33.9625358490566,94.898,76.22358041958041,85.185,83.333,98.176,79.49548895899052,22.886713402061858,92.021,90.21701086956521,32.92181069958848,36.74505511811023,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.509,94.537,29.090690909090906,95.676,81.544,81.88382608695652,0.0,86.226,39.55253731343283,87.93736964980545,89.39814326647564,54.448,86.601,17.473064516129035,39.518848797250854,40.794205776173285,85.95,89.087,14.487462897526504,77.358,94.545,52.90653488372093,63.757979865771816,92.165,91.728,37.46921167883212,37.55412663755458,95.628,92.04501136363636,95.368,0.0,0.0,0.0,94.57,88.319,0.0,94.717,86.23377142857143,64.769,28.617118971061092,29.39311821086262,0.0,84.384,91.29,72.88122033898306,0.0,47.2120594795539,44.40424548736462,0.0,13.401958762886599,0
202100001,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.72,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.624687732342004,77.97807942238268,0.0,12.628845360824743,0
202100614,99.747,100.0,100.0,100.0,100.0,100.0,100.0,99.645,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.625,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,89.68481375358166,100.0,100.0,100.0,100.0,100.0,99.725,99.777,99.647,100.0,99.697,100.0,100.0,100.0,100.0,99.757,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.726,100.0,100.0,100.0,56.50534572490707,100.0,99.597,99.742,1
202101402,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
202101403,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
202101578,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
202101808,82.025,89.628,75.47171698113209,86.792,90.136,85.315,80.556,78.723,93.61658358662615,85.804,85.5674206185567,86.17021276595746,85.46196331521739,88.889,82.93973753280841,90.196,0.0,76.705,76.8980198019802,86.093,90.262,86.936,74.54541818181819,94.054,86.577,79.46858212560386,70.46215480427047,89.532,89.17914179104477,95.33097081712062,87.67867048710602,53.025,86.27440522875817,83.87052419354839,23.88328178694158,86.643,86.777,85.96896213808463,79.505,0.0,93.03,54.070116279069765,42.28173825503356,90.173,87.132,36.983063260340636,32.31445414847162,92.077,91.288,88.828,34.54503636363637,71.705,94.048,93.665,85.755,87.58128104575164,90.189,75.32452727272727,88.256,88.42475884244372,80.831,0.0,89.041,91.935,77.28827457627119,0.0,54.64707434944238,80.50535740072203,83.065,78.60816494845362,0
202102907,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,80.67724302788845,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
202102988,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,81.884,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.226,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
202102995,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,78.98556763285025,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.03392542372882,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
202102996,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,81.401,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
202102997,92.911,96.011,72.64116981132076,23.77401886792453,95.918,68.53124475524476,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,55.58204275534442,29.696648484848488,95.676,82.215,0.0,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.226,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,58.71915302491103,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
202102999,81.0124405063291,96.011,72.64116981132076,24.528169811320755,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,22.340638297872342,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,18.052161520190023,29.696648484848488,95.676,82.215,0.0,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.17274939172749,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,92.83,87.01265454545454,58.71915302491103,28.295363344051445,29.71286900958466,0.0,85.479,92.258,46.10190508474576,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
202103001,92.911,96.011,72.64116981132076,33.20712452830188,95.918,74.82524475524475,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,55.58204275534442,29.696648484848488,95.676,82.215,6.038613526570049,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.226,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,82.35269117647059,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
202103003,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,55.58204275534442,29.696648484848488,95.676,82.215,0.0,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,85.95,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,71.86429830508476,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
202103004,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,58.669615201900235,29.696648484848488,95.676,82.215,28.98549275362319,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
202103005,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.119,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
202103006,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,61.352376811594205,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
202200046,81.772,89.628,75.47171698113209,36.6035320754717,90.476,86.014,80.864,78.723,93.61658358662615,86.435,85.5674206185567,86.17021276595746,85.86922554347827,88.889,82.93973753280841,36.471,0.0,81.25,76.8980198019802,85.43,90.262,86.936,74.84849696969697,94.595,86.577,79.70999758454107,0.0,89.256,88.80628358208955,95.72,87.67867048710602,53.025,85.94755555555557,23.65568548387097,40.721869415807554,85.921,87.052,85.96896213808463,79.152,0.0,93.03,53.779404069767445,41.94630201342282,90.04,87.316,36.983063260340636,33.18758515283843,92.077,90.152,88.556,34.54503636363637,74.806,94.048,90.498,85.755,51.30698039215686,90.189,75.06464155844156,85.765,88.42475884244372,82.109,0.0,89.041,90.323,77.28843389830509,0.0,40.148446096654276,81.22769675090254,0.0,78.60816494845362,0
202200246,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.397,98.48,79.17950788643533,23.505364948453607,92.287,90.21701086956521,33.333419753086424,36.744944881889765,36.078,0.0,88.068,88.449,81.4566225165563,93.258,95.487,29.696648484848488,95.676,82.215,82.367,0.0,86.226,88.06,87.93736964980545,89.6850429799427,55.872,86.601,17.473064516129035,39.51880927835052,45.12653429602888,86.226,89.53240757238308,81.97852296819788,0.0,95.455,80.233,41.77872483221477,92.43,91.728,37.71328467153285,37.9912751091703,95.628,92.04501136363636,95.368,32.72690909090909,82.55783720930232,94.444,95.023,88.604,87.58214705882354,94.717,86.49372987012987,65.83660498220641,92.926,90.096,0.0,85.479,93.548,72.88122033898306,0.0,37.54642750929368,77.97807942238268,0.0,86.856,0
202201145,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.397,98.48,79.17950788643533,23.505364948453607,92.287,90.21701086956521,33.333419753086424,36.744944881889765,36.078,0.0,88.068,88.449,81.4566225165563,93.258,95.487,29.696648484848488,95.676,82.215,82.367,0.0,86.226,88.06,87.93736964980545,89.6850429799427,55.872,86.601,17.473064516129035,39.51880927835052,45.12653429602888,86.226,89.53215144766148,81.97852296819788,0.0,95.455,80.233,41.77872483221477,92.43,91.728,37.71328467153285,37.9912751091703,95.628,92.04501136363636,95.368,32.72690909090909,82.55783720930232,94.444,95.023,88.604,87.58214705882354,94.717,86.49372987012987,65.83676156583631,92.926,90.096,0.0,85.479,93.548,72.88122033898306,0.0,37.54642750929368,77.97807942238268,0.0,86.856,0
202202118,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.501,89.30940534521159,14.487462897526504,0.0,95.455,81.105,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,71.86466440677965,0.0,28.624687732342004,77.97807942238268,0.0,13.401958762886599,0
202202119,92.911,96.011,72.64116981132076,33.20712452830188,95.918,86.01356643356642,85.802,84.043,97.872,79.17950788643533,23.505364948453607,47.87198138297872,89.94549456521739,33.333419753086424,36.744944881889765,36.078,0.0,41.47772727272727,88.449,81.4566225165563,92.884,95.487,29.696648484848488,95.676,82.215,82.126,0.0,86.226,38.80632835820896,87.93736964980545,89.6850429799427,55.872,87.255,17.473064516129035,39.00298969072165,61.733,86.501,89.30940534521159,14.487462897526504,0.0,95.455,80.814,63.926110738255026,92.43,91.912,39.41629197080292,37.9912751091703,95.628,92.04501136363636,95.368,0.0,0.0,0.0,95.475,88.604,0.0,94.34,87.01265454545454,65.48073665480428,28.295363344051445,29.71286900958466,0.0,85.479,92.258,72.20318644067797,0.0,28.252773234200745,77.97807942238268,0.0,13.401958762886599,0
