Strain,WP_004498219.1,WP_004503036.1,WP_004503046.1,WP_004503062.1,WP_004503087.1,WP_004503102.1,WP_004503130.1,WP_004503150.1,WP_004503514.1,WP_004503982.1,WP_016758916.1,WP_016759267.1,WP_025185097.1,WP_061217626.1,WP_061217842.1,WP_061217850.1,WP_061217853.1,WP_061236010.1,WP_198288176.1,WP_239244854.1,WP_239245559.1,WP_239248136.1,WP_239248140.1,WP_239248141.1,WP_239248147.1,WP_239248148.1,WP_239248149.1,WP_239248150.1,WP_239248151.1,WP_239248154.1,WP_239248155.1,WP_239248166.1,WP_239248167.1,target
202100001,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
202100614,86.29717201166181,67.17,8.670511560693642,0.0,0.0,55.75249557522124,73.28808219178082,0.0,83.56143561643836,0.0,35.955,88.54149305555555,18.260817391304347,0.0,68.61267153284672,75.04417112299465,68.261,74.45355294117647,54.7800826873385,49.47372631578948,4.081647495361781,0.0,0.0,0.0,0.0,0.0,22.567929961089494,21.754263069139967,74.79977600000001,94.72201666666668,93.051,35.471298113207546,75.887,0
202101402,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
202101403,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
202101578,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
202101808,83.67332944606414,66.415,78.32416184971099,82.036,0.0,93.215,72.60246575342465,83.47614814814816,86.84925479452055,88.704,39.8876404494382,86.11096180555556,93.043,0.0,68.24848175182483,72.5490909090909,70.43442608695653,92.101,84.238,66.316,84.41509461966605,0.0,41.05265263157895,22.802142857142854,82.10564210526316,80.78924736842106,80.93361478599223,79.25794940978076,75.99978,86.11145555555555,91.541,34.33995849056604,84.397,0
202102907,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
202102988,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
202102995,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.02939416058393,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
202102996,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,82.84664233576642,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.358,74.823,0
202102997,71.72004664723032,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,73.72256934306569,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,25.66061886792453,74.823,0
202102999,67.34724781341107,66.415,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,73.72256934306569,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,40.00006037735849,74.823,0
202103001,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.358,74.823,0
202103003,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
202103004,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
202103005,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
202103006,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
202200046,83.38217492711371,66.415,8.381393063583817,0.0,0.0,53.68691445427728,73.97284246575343,0.0,19.726164383561645,0.0,35.954764044943815,86.11096180555556,93.043,0.0,68.61344160583941,0.0,0.0,92.605,83.979,68.421,83.8591280148423,0.0,41.05265263157895,19.230857142857143,0.0,0.0,22.56793385214008,25.969244519392916,0.0,85.83357777777778,68.27779758308156,73.208,84.397,0
202200246,81.92410495626821,67.547,8.959630057803468,0.0,0.0,54.572377581120946,72.60246575342465,0.0,16.712520547945207,0.0,37.07861797752808,78.125,25.217373913043478,0.0,82.84664233576642,0.0,0.0,97.647,54.78018604651164,0.0,3.5250278293135433,0.0,0.0,0.0,0.0,0.0,22.17935019455253,24.620730185497468,0.0,31.110933333333335,67.06957703927492,77.358,75.887,0
202201145,81.92410495626821,67.547,8.959630057803468,0.0,0.0,54.572377581120946,72.60246575342465,0.0,16.712520547945207,0.0,37.07861797752808,78.125,25.217373913043478,0.0,82.11711678832116,0.0,0.0,97.647,54.78018604651164,0.0,3.5250278293135433,0.0,0.0,0.0,0.0,0.0,22.17935019455253,24.620730185497468,0.0,31.110933333333335,67.06957703927492,77.358,75.887,0
202202118,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
202202119,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27703539823009,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
202202764,83.67332944606414,66.415,8.381393063583817,0.0,63.63607792207793,53.392259587020654,72.60246575342465,0.0,19.999876712328767,0.0,35.95476404494382,85.06959027777778,77.39124347826086,73.16,69.34336131386861,0.0,0.0,91.933,54.5217519379845,70.526,24.489636363636365,79.0804,41.05265263157895,18.681428571428572,0.0,0.0,0.0,12.984971332209108,0.0,29.444,68.27779758308156,73.585,84.752,0
202202766,83.67332944606414,66.415,8.092612716763005,0.0,10.71425,53.68704424778762,73.97284246575343,0.0,19.726164383561645,0.0,37.07856179775281,85.76417013888889,73.9133652173913,73.593,69.34336131386861,0.0,0.0,92.605,54.7800826873385,70.526,41.744103896103894,79.31009655172414,0.0,0.0,0.0,0.0,0.0,25.969244519392916,0.0,86.11145555555555,68.27779758308156,73.962,85.106,0
202202768,72.8858833819242,93.962,0.0,0.0,0.0,56.63750442477876,74.658,0.0,81.644,48.17286046511629,40.44903370786517,69.44403472222223,0.0,0.0,68.61267153284672,0.0,73.913,42.18473949579832,53.746759689922484,0.0,33.76626345083488,0.0,35.78930526315789,35.714285714285715,72.10488947368421,32.63174210526316,0.0,0.0,77.999748,70.00029166666667,80.06008761329305,33.96254716981132,79.078,0
202202802,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,82.84683211678832,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.358,74.823,0
202303415,88.92167930029154,96.22650566037736,0.0,0.0,90.584,53.392035398230085,81.5068493150685,0.0,96.71239452054796,97.674,38.202359550561795,91.66660416666667,82.60846956521739,96.104,96.35,58.46679144385026,96.957,95.798,95.09,48.42094736842105,13.172486085343227,96.55188505747127,0.0,0.0,88.42146315789473,92.105,87.93805447470817,93.592,97.6,30.27768888888889,69.18470392749245,95.094,92.199,0
211U,86.58919825072886,67.17,8.670511560693642,0.0,87.338,55.75249557522124,73.28808219178082,0.0,83.56143561643836,97.342,35.955,88.54149305555555,19.99989565217391,0.0,68.97840145985401,75.04417112299465,68.261,94.958,54.7800826873385,49.47372631578948,4.081647495361781,0.0,0.0,0.0,87.36811578947369,90.0,87.54863813229572,88.364,75.199552,94.72201666666668,93.051,35.471298113207546,76.241,0
274_IZSLER,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
4-I,86.58919825072886,67.17,8.670511560693642,0.0,87.338,55.75249557522124,73.28808219178082,0.0,83.56143561643836,97.342,35.955,88.54149305555555,0.0,0.0,68.97840145985401,72.01450623885918,65.65237391304348,94.958,54.7800826873385,0.0,0.0,0.0,0.0,0.0,87.36811578947369,90.0,87.15922178988326,40.303413153457,75.199552,84.44449999999999,93.051,35.471298113207546,76.241,0
406_IZSLER,86.29717201166181,67.17,8.670511560693642,0.0,0.0,55.75249557522124,73.28808219178082,0.0,83.56143561643836,0.0,35.955,88.54149305555555,18.260956521739132,0.0,68.61267153284672,75.04417112299465,68.261,74.45355294117647,54.7800826873385,49.47372631578948,4.081647495361781,0.0,0.0,0.0,0.0,0.0,22.567929961089494,21.754263069139967,74.79977600000001,51.66645,93.051,35.471298113207546,75.887,0
425_IZSLER,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
441_IZSLER,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.525064935064935,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
56101,82.21579008746356,67.925,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.339517625231911,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
56601,82.21556851311954,95.47136603773585,0.0,0.0,89.286,54.27759292035398,72.60246575342465,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529411,53.48885788113696,0.0,3.8342362399505254,0.0,0.0,0.0,0.0,0.0,0.0,24.95822259696459,0.0,30.833244444444443,67.06957703927492,77.358,75.887,0
56601-V,82.21556851311954,95.47136603773585,0.0,0.0,89.286,54.27759292035398,72.60246575342465,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.5250278293135433,0.0,0.0,0.0,0.0,0.0,0.0,24.95822259696459,0.0,30.833244444444443,67.06957703927492,77.358,75.887,0
56602,86.29717201166181,95.09479245283019,0.0,0.0,87.338,55.75249557522124,72.60246575342465,0.0,81.36988493150685,97.342,35.955,88.54149305555555,0.0,0.0,68.97840145985401,75.04417112299465,68.261,94.958,54.7800826873385,49.47372631578948,9.833070500927645,0.0,0.0,0.0,87.36811578947369,90.0,87.54863813229572,88.196,69.99964800000001,94.72201666666668,93.051,35.471298113207546,76.596,0
56605,81.92410495626821,67.547,8.959630057803468,0.0,0.0,54.572377581120946,72.60246575342465,0.0,16.712520547945207,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,97.647,54.78018604651164,0.0,3.5250278293135433,0.0,0.0,0.0,0.0,0.0,22.17935019455253,24.620730185497468,0.0,31.110933333333335,67.06957703927492,77.736,75.887,0
56618,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.339517625231911,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
56620,82.21556851311954,95.47136603773585,0.0,0.0,89.286,54.27759292035398,72.60246575342465,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.5250278293135433,0.0,0.0,0.0,0.0,0.0,0.0,24.95822259696459,0.0,30.833244444444443,67.06957703927492,77.358,75.887,0
56659,89.79544023323616,67.925,8.381393063583817,0.0,90.26,53.6871622418879,81.5068493150685,0.0,16.9861205479452,0.0,37.078651685393254,90.62523263888889,65.21709565217391,96.104,95.985,0.0,0.0,95.798,95.866,75.789,14.285766233766235,0.0,27.368547368421055,0.0,0.0,0.0,0.0,26.47517032040472,0.0,71.94469444444445,68.88240181268881,95.094,92.199,0
56660,82.21556851311954,95.47136603773585,0.0,0.0,89.286,54.27759292035398,72.60246575342465,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.5250278293135433,0.0,0.0,0.0,0.0,0.0,0.0,24.95822259696459,0.0,30.833244444444443,67.06957703927492,77.358,75.887,0
56666,82.21556851311954,95.47136603773585,0.0,0.0,89.286,54.27759292035398,72.60246575342465,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.5250278293135433,0.0,0.0,0.0,0.0,0.0,0.0,24.95822259696459,0.0,30.833244444444443,67.06957703927492,77.358,75.887,0
56673,82.21556851311954,95.47136603773585,0.0,0.0,89.286,54.27759292035398,72.60246575342465,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.5250278293135433,0.0,0.0,0.0,0.0,0.0,0.0,24.95822259696459,0.0,30.833244444444443,67.06957703927492,77.358,75.887,0
56678,82.21579008746356,67.547,8.959630057803468,0.0,89.286,54.27759292035398,73.28808219178082,0.0,22.191534246575344,0.0,37.07861797752808,78.125,25.217373913043478,0.0,83.21214598540146,0.0,0.0,43.86578823529412,53.48885788113695,0.0,3.339517625231911,0.0,0.0,0.0,0.0,0.0,0.0,24.451927487352446,0.0,30.833244444444443,67.06957703927492,77.736,74.823,0
611,80.50826197417743,66.75803670668955,8.901806358381503,20.95834131736527,48.05205194805195,40.0373818718155,73.3854794520548,0.0,20.57296662515567,0.0,36.70409737827715,30.429400883838387,52.422499378881994,0.0,59.88722495023225,0.0,0.0,28.9228730328495,36.21268364710225,58.947515789473684,33.1724879406308,0.0,77.10531315789473,55.357184065934064,22.10526315789474,0.0,22.17935019455253,27.655784710511526,48.000004,31.2625148989899,35.265142268607526,60.20963018867925,73.99541134751773,0
782,82.91546064139942,72.90551018867924,8.815070809248555,0.0,62.66237229437229,51.03269675516224,73.45924657534246,0.0,51.7807495890411,94.68400000000001,36.235924157303366,56.73609722222223,40.34775304347826,25.108571428571427,79.85435474452554,69.57805704099822,81.88412173913044,47.02513613445378,47.18348527131783,48.68429210526316,26.64191057513915,0.0,76.84231578947369,35.16476923076923,91.05245263157894,91.40333333333335,82.61976653696499,64.62921247892075,82.13333333333333,60.77782777777778,54.62236193353474,68.83005962264151,75.88659999999999,0
80-412,72.8858833819242,93.962,0.0,0.0,0.0,56.63750442477876,74.658,0.0,81.36968219178083,82.06,40.44903370786517,69.44403472222223,0.0,0.0,68.61267153284672,0.0,73.913,42.18473949579832,53.746759689922484,0.0,33.76626345083488,0.0,29.473684210526315,22.527626373626376,67.3686,72.105,74.31875486381323,66.273586846543,77.999748,76.66657777777779,81.57081570996979,33.96254716981132,79.078,0
898,83.57625072886297,67.42133333333334,8.863257225433527,0.0,89.286,54.76922713864307,73.28808219178082,0.0,42.64816803652968,0.0,36.704078651685386,81.59716435185184,22.898521739130434,0.0,78.34565450121654,75.04417112299465,68.261,54.061709803921566,53.9192661498708,49.47372631578948,3.648743351886209,0.0,0.0,0.0,0.0,0.0,22.567929961089494,23.552706014614955,74.79977600000001,52.12950185185185,75.73005135951661,63.647766037735856,75.17766666666667,0
A1_Mm_MM006,86.29717201166181,67.17,8.670511560693642,0.0,0.0,55.75249557522124,73.28808219178082,0.0,82.4656602739726,0.0,35.955,88.54149305555555,18.260817391304347,0.0,68.61267153284672,75.04417112299465,68.261,74.45355294117647,54.7800826873385,49.47372631578948,4.081647495361781,0.0,0.0,0.0,0.0,0.0,22.567929961089494,21.754263069139967,72.199984,94.72201666666668,93.051,35.471298113207546,75.887,0
A1_Mm_MM010,86.29717201166181,67.17,8.670511560693642,0.0,0.0,55.75249557522124,73.28808219178082,0.0,81.36988493150685,0.0,35.955,88.54149305555555,0.0,0.0,68.61267153284672,75.04417112299465,68.261,74.45355294117647,54.7800826873385,49.47372631578948,0.0,0.0,0.0,0.0,0.0,0.0,22.567929961089494,21.754263069139967,69.600192,94.72201666666668,93.051,35.471298113207546,75.887,0
A1_Mm_MM013K,86.29717201166181,67.17,8.670511560693642,0.0,0.0,55.75249557522124,73.28808219178082,0.0,81.36988493150685,0.0,35.955,88.54149305555555,0.0,0.0,68.61267153284672,75.04417112299465,68.261,74.45355294117647,54.7800826873385,49.47372631578948,0.0,0.0,0.0,0.0,0.0,0.0,22.567929961089494,21.754263069139967,69.600192,94.72201666666668,93.051,35.471298113207546,75.887,0
A1_Mm_MM026KC,86.29717201166181,67.17,8.670511560693642,0.0,0.0,55.75249557522124,73.28808219178082,0.0,81.36988493150685,0.0,35.955,88.54149305555555,0.0,0.0,68.61267153284672,75.04417112299465,68.261,74.45355294117647,54.7800826873385,49.47372631578948,0.0,0.0,0.0,0.0,0.0,0.0,22.567929961089494,21.754263069139967,69.600192,94.72201666666668,93.051,35.471298113207546,75.887,0
A1_Mm_MM031K,86.29717201166181,67.17,8.670511560693642,0.0,0.0,55.75249557522124,73.28808219178082,0.0,81.36988493150685,0.0,35.955,88.54149305555555,0.0,0.0,68.61267153284672,75.04417112299465,68.261,74.45355294117647,54.7800826873385,49.47372631578948,0.0,0.0,0.0,0.0,0.0,0.0,22.567929961089494,21.754263069139967,69.600192,94.72201666666668,93.051,35.471298113207546,75.887,0
A1_Mm_MM031U,86.29717201166181,67.17,8.670511560693642,0.0,0.0,55.75249557522124,73.28808219178082,0.0,81.36988493150685,0.0,35.955,88.54149305555555,0.0,0.0,68.61267153284672,75.04417112299465,68.261,74.45355294117647,54.7800826873385,49.47372631578948,0.0,0.0,0.0,0.0,0.0,0.0,22.567929961089494,21.754263069139967,69.600192,94.72201666666668,93.051,35.471298113207546,75.887,0
A1_Mm_MM037,86.29717201166181,67.17,8.670511560693642,0.0,0.0,55.75249557522124,73.28808219178082,0.0,81.36988493150685,0.0,35.955,88.54149305555555,0.0,0.0,68.61267153284672,75.04417112299465,68.261,74.45355294117647,54.7800826873385,49.47372631578948,0.0,0.0,0.0,0.0,0.0,0.0,22.567929961089494,21.754263069139967,69.600192,94.72201666666668,93.051,35.471298113207546,75.887,0
A1_Mm_MM043,86.29717201166181,67.17,8.670511560693642,0.0,0.0,55.75249557522124,73.28808219178082,0.0,81.36988493150685,0.0,35.955,88.54149305555555,0.0,0.0,68.61267153284672,75.04417112299465,68.261,74.45355294117647,54.7800826873385,49.47372631578948,0.0,0.0,0.0,0.0,0.0,0.0,22.567929961089494,21.754263069139967,69.600192,94.72201666666668,93.051,35.471298113207546,75.887,0
A2_Ee_MM195,86.29717201166181,67.17,8.670511560693642,0.0,0.0,55.75249557522124,73.28808219178082,0.0,82.4656602739726,0.0,35.955,88.54149305555555,18.260817391304347,0.0,68.61267153284672,75.04417112299465,68.261,74.45355294117647,54.7800826873385,49.47372631578948,4.081647495361781,0.0,0.0,0.0,0.0,0.0,22.567929961089494,21.754263069139967,72.199984,94.72201666666668,93.051,35.471298113207546,75.887,0
A2_Ee_MM196,86.29717201166181,67.17,8.670511560693642,0.0,0.0,55.75249557522124,73.28808219178082,0.0,81.36988493150685,0.0,35.955,88.54149305555555,0.0,0.0,68.61267153284672,75.04417112299465,68.261,74.45355294117647,54.7800826873385,49.47372631578948,0.0,0.0,0.0,0.0,0.0,0.0,22.567929961089494,21.754263069139967,69.600192,94.72201666666668,93.051,35.471298113207546,75.887,0
A2_Mm_MM134,86.29717201166181,67.17,8.670511560693642,0.0,0.0,55.75249557522124,73.28808219178082,0.0,81.36988493150685,0.0,35.955,88.54149305555555,0.0,0.0,68.61267153284672,75.04417112299465,68.261,74.45355294117647,54.7800826873385,49.47372631578948,0.0,0.0,0.0,0.0,0.0,0.0,22.567929961089494,21.754263069139967,69.600192,94.72201666666668,93.051,35.471298113207546,75.887,0
A2_Mm_MM138,86.29717201166181,67.17,8.670511560693642,0.0,0.0,55.75249557522124,73.28808219178082,0.0,81.36988493150685,0.0,35.955,88.54149305555555,0.0,0.0,68.61267153284672,75.04417112299465,68.261,74.45355294117647,54.7800826873385,49.47372631578948,0.0,0.0,0.0,0.0,0.0,0.0,22.567929961089494,21.754263069139967,69.600192,94.72201666666668,93.051,35.471298113207546,75.887,0
A2_Mm_MM148,86.29717201166181,67.17,8.670511560693642,0.0,0.0,55.75249557522124,73.28808219178082,0.0,82.4656602739726,0.0,35.955,88.54149305555555,18.260817391304347,0.0,68.61267153284672,75.04417112299465,68.261,74.45355294117647,54.7800826873385,49.47372631578948,4.081647495361781,0.0,0.0,0.0,0.0,0.0,22.567929961089494,21.754263069139967,72.199984,94.72201666666668,93.051,35.471298113207546,75.887,0
A2_Mm_MM159,86.29717201166181,67.17,8.670511560693642,0.0,0.0,55.75249557522124,73.28808219178082,0.0,81.36988493150685,0.0,35.955,88.54149305555555,0.0,0.0,68.61267153284672,75.04417112299465,68.261,74.45355294117647,54.7800826873385,49.47372631578948,0.0,0.0,0.0,0.0,0.0,0.0,22.567929961089494,21.754263069139967,69.600192,94.72201666666668,93.051,35.471298113207546,75.887,0
A2_Mm_MM161,86.29717201166181,67.17,8.670511560693642,0.0,0.0,55.75249557522124,73.28808219178082,0.0,81.36988493150685,0.0,35.955,88.54149305555555,0.0,0.0,68.61267153284672,75.04417112299465,68.261,74.45355294117647,54.7800826873385,49.47372631578948,0.0,0.0,0.0,0.0,0.0,0.0,22.567929961089494,21.754263069139967,69.600192,94.72201666666668,93.051,35.471298113207546,75.887,0
A2_Mm_MM189,86.29717201166181,67.17,8.670511560693642,0.0,0.0,55.75249557522124,73.28808219178082,0.0,81.36988493150685,0.0,35.955,88.54149305555555,0.0,0.0,68.61267153284672,75.04417112299465,68.261,74.45355294117647,54.7800826873385,49.47372631578948,0.0,0.0,0.0,0.0,0.0,0.0,22.567929961089494,21.754263069139967,69.600192,94.72201666666668,93.051,35.471298113207546,75.887,0
A2_Mm_MM200,86.29717201166181,67.17,8.670511560693642,0.0,0.0,55.75249557522124,73.28808219178082,0.0,81.36988493150685,0.0,35.955,88.54149305555555,0.0,0.0,68.61267153284672,75.04417112299465,68.261,74.45355294117647,54.7800826873385,49.47372631578948,0.0,0.0,0.0,0.0,0.0,0.0,22.567929961089494,21.754263069139967,69.600192,94.72201666666668,93.051,35.471298113207546,75.887,0
A2_Mm_MM211,86.29717201166181,67.17,8.670511560693642,0.0,0.0,55.75249557522124,73.28808219178082,0.0,81.36988493150685,0.0,35.955,88.54149305555555,0.0,0.0,68.61267153284672,75.04417112299465,68.261,74.45355294117647,54.7800826873385,49.47372631578948,0.0,0.0,0.0,0.0,0.0,0.0,22.567929961089494,21.754263069139967,69.600192,94.72201666666668,93.051,35.471298113207546,75.887,0
