Strain,WP_000020777.1,WP_000041234.1,WP_000052509.1,WP_000275928.1,WP_000535865.1,WP_000550370.1,WP_000567886.1,WP_000579360.1,WP_000580577.1,WP_000627059.1,WP_000651740.1,WP_000665193.1,WP_000686566.1,WP_000697351.1,WP_000723079.1,WP_000848826.1,WP_000897584.1,WP_001047906.1,WP_001117631.1,WP_001136119.1,WP_002076509.1,WP_002078520.1,WP_002099939.1,WP_002099940.1,WP_002099981.1,WP_002100003.1,WP_002108483.1,WP_002108484.1,WP_002108485.1,WP_002108487.1,WP_002108488.1,WP_002108502.1,WP_002108504.1,WP_002108506.1,WP_002108508.1,WP_002108525.1,WP_002108526.1,WP_002183331.1,WP_025180279.1,WP_025180280.1,WP_029781911.1,target
201900350,97.23,93.525,0.0,17.57714964370546,92.73521367521367,90.541,75.445,88.725,95.595,95.283,85.71383720930233,36.177482935153584,0.0,98.113,91.867,38.70974910394265,53.521352112676055,95.261,98.45,96.893,95.96422869955157,96.509,72.41351724137931,51.4018691588785,67.58014155251142,94.09408661417322,73.459336492891,90.833,0.0,11.538516483516483,83.76811594202898,91.083,85.65405907172996,38.425981481481486,69.23053846153846,95.686,95.035,93.627,93.662,88.843,93.706,0
202202042,97.23,94.245,94.457,94.299,92.30755128205128,82.70225675675675,95.374,91.176,96.476,0.0,91.02953488372093,90.2731399317406,79.44911278195488,98.456,98.193,81.3615770609319,52.1127323943662,94.313,98.191,98.588,97.758,97.756,74.13763793103448,90.966,66.20977168949771,96.063,70.1420616113744,96.389,0.0,92.30744505494506,89.855,95.223,96.624,38.88924074074074,73.07711538461538,95.686,95.745,92.647,97.711,90.083,96.853,0
202202044,97.23,94.245,94.457,94.299,92.30755128205128,82.70225675675675,95.374,91.176,96.476,0.0,91.02953488372093,90.2731399317406,79.44911278195488,98.456,98.193,81.3615770609319,52.1127323943662,94.313,98.191,98.588,97.758,97.756,74.13763793103448,90.966,66.20977168949771,96.063,70.1420616113744,96.389,0.0,92.30744505494506,89.855,95.223,96.624,38.88924074074074,73.07711538461538,95.686,95.745,92.647,97.535,90.083,96.853,0
202300077,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,33.80297183098592,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,0.0,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
202300078,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,33.80297183098592,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,0.0,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
202300080,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,33.80297183098592,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,0.0,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
202300082,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,33.80297183098592,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,0.0,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
202303414,97.784,94.72461390887291,0.0,94.537,94.44488461538462,72.97254324324324,74.733,89.706,98.238,0.0,72.09325581395349,87.03068259385665,72.18006265664161,97.942,93.373,88.53,54.929774647887314,94.313,98.708,98.588,97.758,97.257,72.41403448275861,75.85641588785046,90.86803652968035,93.307,9.478729857819907,92.5,6.885226229508197,98.901,90.145,97.452,83.966,86.574,0.0,98.824,96.809,47.059,93.134,92.975,95.105,1
202303416,97.23,94.245,94.226,94.299,91.87988888888889,84.59477027027027,95.374,91.176,96.476,97.17,91.02953488372093,91.46778156996587,79.69921804511277,98.285,98.193,80.64501792114694,50.70429577464789,94.787,98.708,98.023,98.206,98.005,74.13763793103448,90.966,66.20977168949771,96.063,69.19478672985782,96.667,0.0,95.055,89.565,95.223,96.624,35.18502314814815,73.07711538461538,94.51,95.745,24.01964705882353,98.063,87.603,96.329,0
203,75.74206925207757,54.65625559552358,75.7506793687452,69.67539212193192,55.19942663817665,80.70267243243244,57.532520462633464,60.29412867647059,95.15440000000001,92.61038522012578,53.46075526024364,45.411436670458855,67.09962679425837,64.49405374499715,75.67766666666667,69.48275985663082,47.88735915492958,54.739339652448656,58.63481782945737,57.62705979284369,60.650244394618824,60.12040045719036,72.41362068965516,55.950158878504666,67.97120613176777,62.07339796587925,0.0,56.82082283950617,0.0,81.13526556776556,82.78271884057972,53.9012271762208,55.87192967651195,28.047799768518516,0.0,55.55553986928104,57.26944060283687,53.711409663865545,50.22003257042254,52.444883953168045,42.686376019813515,0
205,97.22999999999999,65.50184378211716,94.169,84.15314285714287,65.0794358974359,89.12133783783784,67.463245043213,66.52667647058823,94.82399999999998,79.74879999999999,60.18018462268628,55.801979863481236,71.10628678839956,98.02725000000001,73.623,61.350092592592596,39.43672183098592,65.60604671631687,69.21374787744556,70.58148224374496,67.58469762972454,71.60657142857143,73.27565517241379,54.0186292834891,71.1185296803653,68.39124296962879,48.498976303317534,75.55532333333333,6.2294262295081975,78.68105384615384,89.92749999999998,65.28643858052776,63.652705244122956,31.481634920634924,32.69215384615384,69.0756974789916,71.27647619047619,67.40194485294117,61.544231388329976,64.52182880755609,59.64003671328671,0
208138,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.51,100.0,100.0,95.34883720930233,100.0,99.749,100.0,99.699,100.0,100.0,100.0,100.0,100.0,99.552,98.254,100.0,100.0,100.0,100.0,99.526,100.0,82.2946786885246,100.0,99.71,99.682,99.578,100.0,98.077,100.0,100.0,100.0,98.063,99.587,100.0,1
408_IZSLER,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,32.39442253521126,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,0.0,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
41009,100.0,100.0,100.0,100.0,100.0,99.73,100.0,99.51,100.0,100.0,95.34883720930233,99.829,99.749,100.0,99.699,100.0,100.0,100.0,100.0,100.0,99.552,98.254,100.0,100.0,100.0,100.0,99.526,99.722,82.2946786885246,100.0,99.71,99.682,99.578,100.0,98.077,100.0,100.0,100.0,98.063,99.587,100.0,1
56163,96.953,94.245,94.226,94.299,92.52127564102564,84.05429189189189,95.73,91.176,96.476,97.17,91.3623023255814,91.46778156996587,79.69921804511277,98.456,98.193,80.64501792114694,52.1127323943662,94.313,98.45,98.305,98.206,98.005,74.13763793103448,90.966,66.20977168949771,95.669,10.900417061611375,95.833,0.0,95.055,88.6951652173913,95.223,96.624,35.18502314814815,0.0,94.902,95.39,24.01964705882353,97.887,88.843,96.503,0
56655,96.953,99.281,97.46,94.774,96.5812393162393,87.83764054054055,98.221,90.196,97.357,99.057,93.35509302325582,67.40627303754266,82.957,98.628,98.193,73.835,56.337971830985914,96.209,98.966,99.153,96.41241255605381,97.506,75.86206896551724,95.327,78.99592694063928,94.488,68.72075829383887,95.278,0.0,95.604,96.232,99.045,97.89,35.6481712962963,30.768923076923077,97.647,97.163,99.02,98.592,92.975,96.503,0
70_IZSLER,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,32.39442253521126,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,0.0,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
905,78.67044228993537,45.700373072970194,93.072,78.14714285714285,46.88626007326007,89.459,49.21185358413828,52.31094187675071,95.595,46.855599999999995,43.66387470336973,39.5905388225256,71.24956963838166,66.80971440823328,55.292300344234086,51.86889964157706,33.80297183098592,47.39325930941097,49.79689258028793,51.856593220338986,49.07112812299807,54.57760527253294,72.41351724137931,34.89104174454828,69.10178386605783,51.29347019122609,0.0,35.09241111111111,6.2294262295081975,92.30736263736264,87.826,46.49672020018198,44.42419891500903,27.51314351851852,0.0,50.70021848739496,55.26828064842958,47.22205882352941,40.744396126760556,47.46163400236127,35.389373876123884,0
944,78.48577285318561,59.5323237410072,93.072,82.5415,59.50852564102564,89.459,62.633457295373674,61.5197794117647,95.595,94.969,56.39549418604651,39.761169795221846,72.11786466165412,70.3686024871355,83.20775,74.55183632019116,33.80297183098592,65.63987796208531,63.565956072351426,66.24315960451978,60.20182735426008,67.08225,72.41351724137931,51.4018691588785,69.40615372907153,63.48436712598425,18.00929857819905,91.944,6.22950655737705,92.30736263736264,87.826,55.81187022292994,57.38393670886076,31.134425925925925,0.0,64.80401568627451,66.57798758865248,41.42145588235294,56.20591813380282,59.09123450413224,51.87906337412588,0
ACSSAX2020,97.23,93.525,93.072,72.922,92.73521367521367,90.541,75.445,88.725,95.595,95.283,85.71383720930233,62.286962457337886,67.66961403508772,98.113,91.867,38.70974910394265,53.521352112676055,95.261,98.45,96.893,95.96422869955157,96.509,72.41351724137931,51.4018691588785,67.58014155251142,94.09408661417322,73.459336492891,90.833,0.0,11.538516483516483,83.76811594202898,91.083,85.65405907172996,38.425981481481486,69.23053846153846,95.686,95.035,93.627,93.662,88.843,93.706,0
A_Bt_HO907,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,33.80297183098592,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,6.2294262295081975,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
A_Bt_HO912,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,33.80297183098592,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,6.2294262295081975,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
BK-30,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,0.0,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,6.2294262295081975,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
BK-6,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,0.0,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,6.2294262295081975,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
BK-9,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,0.0,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,6.2294262295081975,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
CR2020,97.23,93.765,0.0,94.299,92.30755128205128,82.70225675675675,95.73,91.176,96.476,0.0,91.3623023255814,57.33789419795222,79.69921804511277,97.942,98.193,44.80266666666667,52.1127323943662,94.787,98.45,98.305,97.758,98.005,74.13763793103448,91.277,66.20977168949771,96.063,72.51170616113744,96.944,95.08239344262294,96.154,90.435,95.541,96.203,67.12946527777778,71.15382692307692,95.686,95.39,50.00017647058824,98.063,90.496,96.678,1
D12,97.23,71.14283932853716,93.072,85.98566666666666,71.22509686609686,89.459,72.00474733096085,70.75176470588235,95.595,94.969,65.78072203765227,62.457404436860074,75.02087886382623,97.77,72.48998393574298,63.20167144563919,33.80297183098592,72.66992101105846,75.53837209302327,75.89493785310735,73.69213901345292,76.80766666666666,72.41351724137931,42.26375908618899,68.4927305936073,74.01557874015747,0.0,63.51820555555556,6.2294262295081975,92.30736263736264,87.826,70.38192781316347,66.10402531645569,33.487800925925924,0.0,75.03287581699347,76.35930496453899,58.823264705882345,69.30740845070422,69.69706336088154,67.48215268065269,0
D25,98.15333333333335,95.68333333333334,95.38133333333333,95.24933333333333,94.30213675213675,92.97266666666667,94.78066666666666,91.01333333333334,97.06333333333333,96.646,89.14734883720932,74.97160295790673,85.38001921470341,98.51333333333332,95.08033333333333,82.31750298685783,55.86864788732394,96.52466666666668,98.622,98.30533333333334,96.1135351270553,97.00733333333334,81.60901149425287,67.601246105919,78.99515372907153,95.8004278215223,99.526,94.62933333333335,52.950713114754095,94.8715750915751,91.78733333333332,93.312,90.71733333333333,59.2594938271605,98.077,97.64733333333334,96.454,72.54884313725489,95.481,92.149,95.68733333333334,0
DCP-009,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,0.0,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,0.0,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
DCP-041,88.08850969529085,93.525,93.072,92.874,91.45320512820513,53.78405405405405,92.171,86.765,95.595,85.21992452830189,86.0466046511628,45.56327645051194,78.19552882205512,97.77,92.771,73.47625448028674,0.0,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,0.0,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,58.62684859154929,88.43,93.531,0
EVK8,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,33.80297183098592,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,6.2294262295081975,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
HO0907CK,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,33.80297183098592,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,0.0,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
HO0912CK,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,33.80297183098592,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,0.0,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
Hardjoprajitno,100.0,98.801,98.614,98.1,97.86324786324786,36.75694054054054,98.577,80.882,93.392,0.0,94.68425581395348,99.31786348122866,88.722,98.628,99.398,99.64176344086022,56.33787323943661,99.052,98.708,99.435,100.0,100.0,72.41403448275861,92.835,99.087,77.55944094488189,0.0,97.222,0.0,93.13148351648351,96.522,94.904,98.734,37.50044444444445,0.0,96.863,96.454,44.1175,99.824,92.562,97.203,0
I89,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,33.80297183098592,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,6.2294262295081975,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
IP1506001,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,33.80297183098592,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,6.2294262295081975,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
JB197,97.507,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.37841860465116,62.457404436860074,78.19552882205512,97.77,92.771,73.11845878136201,33.80297183098592,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,0.0,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,52.941250000000004,94.19,88.43,93.531,0
KR39,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,26.760676056338028,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,6.2294262295081975,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
L0448,100.0,95.204,100.0,100.0,100.0,100.0,100.0,99.51,100.0,100.0,95.34883720930233,100.0,99.749,100.0,99.699,100.0,100.0,100.0,100.0,100.0,99.552,98.504,100.0,100.0,100.0,100.0,0.0,99.722,0.0,95.604,90.145,98.408,99.578,38.425981481481486,0.0,98.824,99.645,100.0,98.063,95.041,96.678,0
L0996,100.0,95.204,100.0,100.0,100.0,100.0,100.0,99.51,100.0,100.0,95.34883720930233,100.0,99.749,100.0,99.699,100.0,0.0,100.0,100.0,100.0,99.552,98.504,100.0,100.0,100.0,100.0,0.0,99.722,0.0,95.604,90.145,98.408,99.578,38.425981481481486,0.0,98.824,99.645,100.0,98.063,95.041,96.678,1
L49,78.67044228993537,71.62255395683454,93.072,85.98566666666666,69.37324786324787,89.459,72.24195255041519,70.5884068627451,95.595,94.969,67.55262015503877,49.31760011376565,75.02087886382623,70.26866037735849,86.44566666666667,58.78110513739546,33.80297183098592,72.66992101105846,75.53837209302327,76.55386158192091,73.84142899850524,76.80766666666666,72.41351724137931,51.4018691588785,67.88400761035007,74.14684251968504,0.0,63.51820555555556,0.0,92.30736263736264,87.826,70.27578131634819,67.36994092827004,33.796493827160496,0.0,75.03287581699347,76.24124822695035,58.823264705882345,69.48341784037558,68.73301928374656,64.68497144522145,0
L52,100.0,98.561,98.614,98.1,97.86324786324786,75.40556756756757,98.577,80.882,93.392,0.0,94.68425581395348,100.00013651877133,88.972,98.628,99.398,72.76,56.33787323943661,99.052,83.72072351421188,99.435,99.552,99.501,72.41403448275861,93.146,100.0,77.55944094488189,0.0,97.222,0.0,0.0,88.69565217391305,95.223,98.312,37.50044444444445,0.0,96.863,96.454,44.1175,99.824,95.041,97.378,0
L53,100.0,98.801,98.614,98.1,97.86324786324786,44.05389189189189,98.577,80.882,93.392,0.0,94.68425581395348,99.31786348122866,88.972,98.628,99.398,99.64176344086022,56.33787323943661,99.052,98.708,99.435,100.0,100.0,72.41403448275861,92.835,98.63,77.55944094488189,0.0,97.222,0.0,92.58224450549451,96.812,94.904,98.734,37.50044444444445,0.0,96.863,96.809,44.1175,99.824,92.562,97.203,0
L550,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,33.80297183098592,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,0.0,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
Lely_607,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,33.80297183098592,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,0.0,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
M498,97.23,94.245,94.457,94.299,92.30755128205128,82.70225675675675,95.73,91.176,96.476,0.0,91.3623023255814,90.2731399317406,79.44911278195488,98.285,98.193,81.3615770609319,52.1127323943662,94.313,98.191,98.588,97.758,97.756,74.13763793103448,90.966,66.20977168949771,96.063,70.1420616113744,96.389,0.0,0.0,83.76811594202898,95.223,96.624,38.88924074074074,73.07711538461538,95.686,95.745,49.50952941176471,97.711,90.083,96.678,0
MM0270CK,97.507,93.525,93.303,92.874,91.45320512820513,89.459,92.171,86.765,95.595,95.283,86.37841860465116,62.286962457337886,77.94515789473684,97.77,93.072,73.118,53.52107042253521,94.787,97.933,97.175,94.61880269058295,96.509,72.41351724137931,51.09044236760124,68.03693150684931,93.70064173228346,0.0,92.222,0.0,92.85725274725274,88.406,90.127,85.654,38.88924074074074,0.0,95.294,95.035,92.647,94.366,88.43,93.182,0
N116,100.0,98.801,98.614,98.1,97.86324786324786,44.05389189189189,98.577,80.882,93.392,0.0,94.68425581395348,99.31786348122866,88.972,98.628,99.398,99.64176344086022,56.33787323943661,99.052,98.708,99.435,100.0,100.0,72.41403448275861,92.835,98.63,77.55944094488189,0.0,97.222,0.0,93.13148351648351,96.812,94.904,98.734,37.50044444444445,0.0,96.863,96.809,44.1175,99.824,92.562,97.203,0
NIID20,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.51,100.0,100.0,95.34883720930233,100.0,99.749,100.0,99.699,100.0,100.0,100.0,100.0,100.0,99.552,98.504,100.0,99.688,100.0,100.0,99.526,100.0,99.672,100.0,99.71,99.682,100.0,100.0,98.077,100.0,100.0,100.0,98.063,99.587,100.0,1
NIID22,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.51,100.0,100.0,95.34883720930233,100.0,99.749,100.0,99.699,100.0,100.0,100.0,100.0,100.0,99.552,98.504,100.0,100.0,100.0,100.0,99.526,100.0,99.672,100.0,99.71,99.682,100.0,100.0,98.077,100.0,100.0,100.0,98.063,99.587,100.0,1
NIID23,100.0,100.0,100.0,100.0,100.0,99.73,100.0,99.51,100.0,100.0,95.34883720930233,99.829,99.749,100.0,99.699,100.0,100.0,100.0,100.0,100.0,99.552,98.254,100.0,100.0,100.0,100.0,99.526,99.722,82.2946786885246,100.0,99.71,99.682,99.578,100.0,98.077,100.0,100.0,100.0,98.063,99.587,100.0,1
NIID24,100.0,100.0,100.0,100.0,100.0,99.73,100.0,99.51,100.0,100.0,95.34883720930233,99.829,99.749,100.0,99.699,100.0,100.0,100.0,99.742,100.0,99.552,98.254,100.0,100.0,100.0,100.0,99.526,100.0,82.2946786885246,100.0,99.71,99.682,99.578,100.0,98.077,100.0,100.0,100.0,98.063,99.587,100.0,1
NIID25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.51,100.0,100.0,95.34883720930233,100.0,99.749,100.0,99.699,100.0,100.0,100.0,100.0,100.0,99.103,98.504,100.0,100.0,100.0,100.0,99.526,100.0,99.672,100.0,99.71,99.682,100.0,100.0,98.077,100.0,100.0,100.0,98.063,99.587,100.0,1
NVSL_S_1343,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,33.80297183098592,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,0.0,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
NVSL_S_818,97.507,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.37841860465116,62.457404436860074,78.19552882205512,97.77,92.771,73.11845878136201,33.80297183098592,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,0.0,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,52.941250000000004,94.19,88.43,93.531,0
Norma,100.0,98.801,98.614,98.1,97.86324786324786,75.40556756756757,98.577,80.882,92.952,0.0,94.68425581395348,99.31786348122866,88.972,98.628,99.398,99.64176344086022,54.929774647887314,99.052,98.708,99.435,100.0,100.0,72.41403448275861,92.835,99.087,77.55944094488189,0.0,97.222,0.0,93.13148351648351,96.812,94.904,98.734,37.50044444444445,0.0,96.863,96.809,44.1175,99.824,92.562,97.203,0
OHJ200314,100.0,100.0,100.0,100.0,100.0,99.73,100.0,99.51,100.0,100.0,95.34883720930233,99.829,99.749,100.0,99.699,100.0,100.0,100.0,100.0,100.0,99.552,98.254,100.0,100.0,100.0,100.0,99.526,99.722,82.2946786885246,100.0,99.71,99.682,99.578,100.0,98.077,100.0,100.0,100.0,98.063,99.587,100.0,1
OHJ20061,100.0,100.0,100.0,100.0,100.0,99.73,100.0,99.51,100.0,100.0,95.34883720930233,99.829,99.749,100.0,99.699,100.0,100.0,100.0,100.0,100.0,99.552,98.254,100.0,100.0,100.0,100.0,99.526,99.722,82.2946786885246,100.0,99.71,99.682,99.578,100.0,98.077,100.0,100.0,100.0,98.063,99.587,100.0,1
OHJ2008135U,100.0,100.0,100.0,100.0,100.0,99.73,100.0,99.51,100.0,100.0,95.34883720930233,99.829,99.749,100.0,99.699,100.0,100.0,100.0,100.0,100.0,99.552,98.254,100.0,100.0,100.0,100.0,99.526,99.722,82.2946786885246,100.0,99.71,99.682,99.578,100.0,98.077,100.0,100.0,100.0,98.063,99.587,100.0,1
OR1081,100.0,100.0,100.0,100.0,100.0,99.73,100.0,99.51,100.0,100.0,95.34883720930233,99.829,99.749,100.0,99.699,100.0,100.0,100.0,100.0,100.0,99.552,98.254,100.0,100.0,100.0,100.0,99.526,99.722,82.2946786885246,100.0,99.71,99.682,99.578,100.0,98.077,100.0,100.0,100.0,98.063,99.587,100.0,1
